RecommendationID,ProductID,MaterialID,RankingScore,CO2ImpactIndex,CostEfficiencyIndex,MaterialSuitabilityScore,RecommendationReason,MaterialName,MaterialType,StrengthRating,WeightCapacity_KG,BiodegradabilityScore,BiodegradationTime_Months,CO2_Emissions_KG_Per_Ton,RecyclabilityPercentage,CostPerKG_USD,Durability_Months,ChemicalResistance,MoistureBarrier,OxygenBarrier,CompostableStatus,SupplierAvailability,CompatibleProducts,ScaleRating,InnovationLevel,RegulationCompliance,ProductName,ProductCategory,Weight_KG,RequiredStrength_Level,FragilityLevel,MoistureRequired,OxygenSensitivity,ShippingDistance_KM,ShelfLife_Months,PreferredBiodegradable,PreferredRecyclable,MaxBudgetPerUnit_USD,strength_gap,moisture_gap,oxygen_gap,estimated_cost_per_unit_usd,budget_gap,estimated_co2_per_unit_kg,is_strength_insufficient,is_moisture_insufficient,is_oxygen_insufficient,is_over_budget,preference_alignment
55,11,13,71.39,86.84,94.69,42.33,Satisfies barrier needs; Biodegradable option; High recyclability,FSC-Certified Paperboard,Paper/Cardboard,8.0,45.0,85.0,4.0,670.0,88.0,0.65,20.0,7.0,7.0,6.0,Home/Industrial,High,"General, Electronics, Food",9.0,4.0,"EU, FDA",Whole Wheat Flour 5kg,Grains & Staples,5.0,7,1,3,3,600,12.0,1,1,0.4,1.0,4.0,3.0,3.25,-2.85,3.35,0,0,0,1,1.0
56,12,19,83.73,98.73,84.96,71.56,Meets strength requirements; Satisfies barrier needs; High recyclability,Recycled Glass,Glass,10.0,100.0,5.0,1000.0,200.0,95.0,1.2,60.0,10.0,9.0,10.0,No,Medium,"Beverages, Spirits, Specialty",7.0,2.0,"EU, FDA",Refined Wheat Flour 1kg,Grains & Staples,1.0,6,1,3,3,800,12.0,1,1,0.25,4.0,6.0,7.0,1.2,-0.95,0.2,0,0,0,1,1.0
57,12,15,80.67,90.35,100.0,58.9,Meets strength requirements; Satisfies barrier needs; Biodegradable option,Corrugated Cardboard (Virgin),Paper/Cardboard,9.0,55.0,75.0,12.0,531.0,88.0,0.35,36.0,8.0,8.0,7.0,Industrial,High,"General, Heavy, Industrial",10.0,2.0,"EU, FDA",Refined Wheat Flour 1kg,Grains & Staples,1.0,6,1,3,3,800,12.0,1,1,0.25,3.0,5.0,4.0,0.35,-0.09999999999999998,0.531,0,0,0,1,1.0
58,12,40,77.78,79.75,79.65,74.9,Meets strength requirements; Satisfies barrier needs; High recyclability,Refillable Glass (Thickwall),Glass,10.0,120.0,5.0,1200.0,950.0,98.0,1.5,120.0,10.0,10.0,10.0,No,Medium,"Beverages, Cosmetics, Premium",6.0,3.0,"EU, FDA",Refined Wheat Flour 1kg,Grains & Staples,1.0,6,1,3,3,800,12.0,1,1,0.25,4.0,7.0,7.0,1.5,-1.25,0.95,0,0,0,1,1.0
59,12,1,76.05,86.08,98.23,51.9,Meets strength requirements; Satisfies barrier needs; Biodegradable option,Recycled Cardboard (rCardboard),Paper/Cardboard,8.0,50.0,90.0,3.0,700.0,85.0,0.45,24.0,7.0,8.0,7.0,Industrial,High,"General, Electronics, Food, Cosmetics",10.0,3.0,"EU, FDA",Refined Wheat Flour 1kg,Grains & Staples,1.0,6,1,3,3,800,12.0,1,1,0.25,2.0,5.0,4.0,0.45,-0.2,0.7,0,0,0,1,1.0
60,12,13,73.06,86.84,94.69,46.49,Meets strength requirements; Satisfies barrier needs; Biodegradable option,FSC-Certified Paperboard,Paper/Cardboard,8.0,45.0,85.0,4.0,670.0,88.0,0.65,20.0,7.0,7.0,6.0,Home/Industrial,High,"General, Electronics, Food",9.0,4.0,"EU, FDA",Refined Wheat Flour 1kg,Grains & Staples,1.0,6,1,3,3,800,12.0,1,1,0.25,2.0,4.0,3.0,0.65,-0.4,0.67,0,0,0,1,1.0
61,13,19,83.87,98.73,84.96,71.92,Meets strength requirements; Satisfies barrier needs; High recyclability,Recycled Glass,Glass,10.0,100.0,5.0,1000.0,200.0,95.0,1.2,60.0,10.0,9.0,10.0,No,Medium,"Beverages, Spirits, Specialty",7.0,2.0,"EU, FDA",Basmati Rice 1kg,Grains & Staples,1.0,6,1,2,2,1200,18.0,1,1,0.28,4.0,7.0,8.0,1.2,-0.9199999999999999,0.2,0,0,0,1,1.0
62,13,15,81.27,90.35,100.0,60.42,Meets strength requirements; Satisfies barrier needs; Biodegradable option,Corrugated Cardboard (Virgin),Paper/Cardboard,9.0,55.0,75.0,12.0,531.0,88.0,0.35,36.0,8.0,8.0,7.0,Industrial,High,"General, Heavy, Industrial",10.0,2.0,"EU, FDA",Basmati Rice 1kg,Grains & Staples,1.0,6,1,2,2,1200,18.0,1,1,0.28,3.0,6.0,5.0,0.35,-0.06999999999999995,0.531,0,0,0,1,1.0
63,13,40,77.78,79.75,79.65,74.9,Meets strength requirements; Satisfies barrier needs; High recyclability,Refillable Glass (Thickwall),Glass,10.0,120.0,5.0,1200.0,950.0,98.0,1.5,120.0,10.0,10.0,10.0,No,Medium,"Beverages, Cosmetics, Premium",6.0,3.0,"EU, FDA",Basmati Rice 1kg,Grains & Staples,1.0,6,1,2,2,1200,18.0,1,1,0.28,4.0,8.0,8.0,1.5,-1.22,0.95,0,0,0,1,1.0
64,13,1,76.66,86.08,98.23,53.42,Meets strength requirements; Satisfies barrier needs; Biodegradable option,Recycled Cardboard (rCardboard),Paper/Cardboard,8.0,50.0,90.0,3.0,700.0,85.0,0.45,24.0,7.0,8.0,7.0,Industrial,High,"General, Electronics, Food, Cosmetics",10.0,3.0,"EU, FDA",Basmati Rice 1kg,Grains & Staples,1.0,6,1,2,2,1200,18.0,1,1,0.28,2.0,6.0,5.0,0.45,-0.16999999999999998,0.7,0,0,0,1,1.0
65,13,13,73.91,86.84,94.69,48.64,Meets strength requirements; Satisfies barrier needs; Biodegradable option,FSC-Certified Paperboard,Paper/Cardboard,8.0,45.0,85.0,4.0,670.0,88.0,0.65,20.0,7.0,7.0,6.0,Home/Industrial,High,"General, Electronics, Food",9.0,4.0,"EU, FDA",Basmati Rice 1kg,Grains & Staples,1.0,6,1,2,2,1200,18.0,1,1,0.28,2.0,5.0,4.0,0.65,-0.37,0.67,0,0,0,1,1.0
66,14,19,83.87,98.73,84.96,71.92,Meets strength requirements; Satisfies barrier needs; High recyclability,Recycled Glass,Glass,10.0,100.0,5.0,1000.0,200.0,95.0,1.2,60.0,10.0,9.0,10.0,No,Medium,"Beverages, Spirits, Specialty",7.0,2.0,"EU, FDA",Idli Rice 2kg,Grains & Staples,2.0,6,1,2,2,1000,12.0,1,1,0.45,4.0,7.0,8.0,2.4,-1.95,0.4,0,0,0,1,1.0
67,14,15,81.27,90.35,100.0,60.42,Meets strength requirements; Satisfies barrier needs; Biodegradable option,Corrugated Cardboard (Virgin),Paper/Cardboard,9.0,55.0,75.0,12.0,531.0,88.0,0.35,36.0,8.0,8.0,7.0,Industrial,High,"General, Heavy, Industrial",10.0,2.0,"EU, FDA",Idli Rice 2kg,Grains & Staples,2.0,6,1,2,2,1000,12.0,1,1,0.45,3.0,6.0,5.0,0.7,-0.24999999999999994,1.062,0,0,0,1,1.0
68,14,40,77.78,79.75,79.65,74.9,Meets strength requirements; Satisfies barrier needs; High recyclability,Refillable Glass (Thickwall),Glass,10.0,120.0,5.0,1200.0,950.0,98.0,1.5,120.0,10.0,10.0,10.0,No,Medium,"Beverages, Cosmetics, Premium",6.0,3.0,"EU, FDA",Idli Rice 2kg,Grains & Staples,2.0,6,1,2,2,1000,12.0,1,1,0.45,4.0,8.0,8.0,3.0,-2.55,1.9,0,0,0,1,1.0
69,14,1,76.66,86.08,98.23,53.42,Meets strength requirements; Satisfies barrier needs; Biodegradable option,Recycled Cardboard (rCardboard),Paper/Cardboard,8.0,50.0,90.0,3.0,700.0,85.0,0.45,24.0,7.0,8.0,7.0,Industrial,High,"General, Electronics, Food, Cosmetics",10.0,3.0,"EU, FDA",Idli Rice 2kg,Grains & Staples,2.0,6,1,2,2,1000,12.0,1,1,0.45,2.0,6.0,5.0,0.9,-0.45,1.4,0,0,0,1,1.0
70,14,13,73.91,86.84,94.69,48.64,Meets strength requirements; Satisfies barrier needs; Biodegradable option,FSC-Certified Paperboard,Paper/Cardboard,8.0,45.0,85.0,4.0,670.0,88.0,0.65,20.0,7.0,7.0,6.0,Home/Industrial,High,"General, Electronics, Food",9.0,4.0,"EU, FDA",Idli Rice 2kg,Grains & Staples,2.0,6,1,2,2,1000,12.0,1,1,0.45,2.0,5.0,4.0,1.3,-0.8500000000000001,1.34,0,0,0,1,1.0
71,15,15,89.5,90.35,100.0,80.99,Meets strength requirements; Satisfies barrier needs; Cost within budget,Corrugated Cardboard (Virgin),Paper/Cardboard,9.0,55.0,75.0,12.0,531.0,88.0,0.35,36.0,8.0,8.0,7.0,Industrial,High,"General, Heavy, Industrial",10.0,2.0,"EU, FDA",Poha 500g,Grains & Staples,0.5,4,1,3,3,700,9.0,1,1,0.2,5.0,5.0,4.0,0.175,0.025000000000000022,0.2655,0,0,0,0,1.0
72,15,19,83.73,98.73,84.96,71.56,Meets strength requirements; Satisfies barrier needs; High recyclability,Recycled Glass,Glass,10.0,100.0,5.0,1000.0,200.0,95.0,1.2,60.0,10.0,9.0,10.0,No,Medium,"Beverages, Spirits, Specialty",7.0,2.0,"EU, FDA",Poha 500g,Grains & Staples,0.5,4,1,3,3,700,9.0,1,1,0.2,6.0,6.0,7.0,0.6,-0.39999999999999997,0.1,0,0,0,1,1.0
73,15,40,77.78,79.75,79.65,74.9,Meets strength requirements; Satisfies barrier needs; High recyclability,Refillable Glass (Thickwall),Glass,10.0,120.0,5.0,1200.0,950.0,98.0,1.5,120.0,10.0,10.0,10.0,No,Medium,"Beverages, Cosmetics, Premium",6.0,3.0,"EU, FDA",Poha 500g,Grains & Staples,0.5,4,1,3,3,700,9.0,1,1,0.2,6.0,7.0,7.0,0.75,-0.55,0.475,0,0,0,1,1.0
74,15,1,77.72,86.08,98.23,56.07,Meets strength requirements; Satisfies barrier needs; Biodegradable option,Recycled Cardboard (rCardboard),Paper/Cardboard,8.0,50.0,90.0,3.0,700.0,85.0,0.45,24.0,7.0,8.0,7.0,Industrial,High,"General, Electronics, Food, Cosmetics",10.0,3.0,"EU, FDA",Poha 500g,Grains & Staples,0.5,4,1,3,3,700,9.0,1,1,0.2,4.0,5.0,4.0,0.225,-0.024999999999999994,0.35,0,0,0,1,1.0
75,15,13,74.72,86.84,94.69,50.66,Meets strength requirements; Satisfies barrier needs; Biodegradable option,FSC-Certified Paperboard,Paper/Cardboard,8.0,45.0,85.0,4.0,670.0,88.0,0.65,20.0,7.0,7.0,6.0,Home/Industrial,High,"General, Electronics, Food",9.0,4.0,"EU, FDA",Poha 500g,Grains & Staples,0.5,4,1,3,3,700,9.0,1,1,0.2,4.0,4.0,3.0,0.325,-0.125,0.335,0,0,0,1,1.0
76,16,15,89.5,90.35,100.0,80.99,Meets strength requirements; Satisfies barrier needs; Cost within budget,Corrugated Cardboard (Virgin),Paper/Cardboard,9.0,55.0,75.0,12.0,531.0,88.0,0.35,36.0,8.0,8.0,7.0,Industrial,High,"General, Heavy, Industrial",10.0,2.0,"EU, FDA",Suji 500g,Grains & Staples,0.5,4,1,3,3,700,9.0,1,1,0.22,5.0,5.0,4.0,0.175,0.04500000000000001,0.2655,0,0,0,0,1.0
77,16,19,83.73,98.73,84.96,71.56,Meets strength requirements; Satisfies barrier needs; High recyclability,Recycled Glass,Glass,10.0,100.0,5.0,1000.0,200.0,95.0,1.2,60.0,10.0,9.0,10.0,No,Medium,"Beverages, Spirits, Specialty",7.0,2.0,"EU, FDA",Suji 500g,Grains & Staples,0.5,4,1,3,3,700,9.0,1,1,0.22,6.0,6.0,7.0,0.6,-0.38,0.1,0,0,0,1,1.0
78,16,40,77.78,79.75,79.65,74.9,Meets strength requirements; Satisfies barrier needs; High recyclability,Refillable Glass (Thickwall),Glass,10.0,120.0,5.0,1200.0,950.0,98.0,1.5,120.0,10.0,10.0,10.0,No,Medium,"Beverages, Cosmetics, Premium",6.0,3.0,"EU, FDA",Suji 500g,Grains & Staples,0.5,4,1,3,3,700,9.0,1,1,0.22,6.0,7.0,7.0,0.75,-0.53,0.475,0,0,0,1,1.0
79,16,1,77.72,86.08,98.23,56.07,Meets strength requirements; Satisfies barrier needs; Biodegradable option,Recycled Cardboard (rCardboard),Paper/Cardboard,8.0,50.0,90.0,3.0,700.0,85.0,0.45,24.0,7.0,8.0,7.0,Industrial,High,"General, Electronics, Food, Cosmetics",10.0,3.0,"EU, FDA",Suji 500g,Grains & Staples,0.5,4,1,3,3,700,9.0,1,1,0.22,4.0,5.0,4.0,0.225,-0.0050000000000000044,0.35,0,0,0,1,1.0
80,16,13,74.72,86.84,94.69,50.66,Meets strength requirements; Satisfies barrier needs; Biodegradable option,FSC-Certified Paperboard,Paper/Cardboard,8.0,45.0,85.0,4.0,670.0,88.0,0.65,20.0,7.0,7.0,6.0,Home/Industrial,High,"General, Electronics, Food",9.0,4.0,"EU, FDA",Suji 500g,Grains & Staples,0.5,4,1,3,3,700,9.0,1,1,0.22,4.0,4.0,3.0,0.325,-0.10500000000000001,0.335,0,0,0,1,1.0
81,17,19,83.73,98.73,84.96,71.56,Meets strength requirements; Satisfies barrier needs; High recyclability,Recycled Glass,Glass,10.0,100.0,5.0,1000.0,200.0,95.0,1.2,60.0,10.0,9.0,10.0,No,Medium,"Beverages, Spirits, Specialty",7.0,2.0,"EU, FDA",Quick Oats 1kg,Grains & Staples,1.0,4,1,3,3,900,12.0,1,1,0.35,6.0,6.0,7.0,1.2,-0.85,0.2,0,0,0,1,1.0
82,17,15,81.5,90.35,100.0,60.99,Meets strength requirements; Satisfies barrier needs; Cost within budget,Corrugated Cardboard (Virgin),Paper/Cardboard,9.0,55.0,75.0,12.0,531.0,88.0,0.35,36.0,8.0,8.0,7.0,Industrial,High,"General, Heavy, Industrial",10.0,2.0,"EU, FDA",Quick Oats 1kg,Grains & Staples,1.0,4,1,3,3,900,12.0,1,1,0.35,5.0,5.0,4.0,0.35,0.0,0.531,0,0,0,0,1.0
83,17,40,77.78,79.75,79.65,74.9,Meets strength requirements; Satisfies barrier needs; High recyclability,Refillable Glass (Thickwall),Glass,10.0,120.0,5.0,1200.0,950.0,98.0,1.5,120.0,10.0,10.0,10.0,No,Medium,"Beverages, Cosmetics, Premium",6.0,3.0,"EU, FDA",Quick Oats 1kg,Grains & Staples,1.0,4,1,3,3,900,12.0,1,1,0.35,6.0,7.0,7.0,1.5,-1.15,0.95,0,0,0,1,1.0
84,17,1,77.72,86.08,98.23,56.07,Meets strength requirements; Satisfies barrier needs; Biodegradable option,Recycled Cardboard (rCardboard),Paper/Cardboard,8.0,50.0,90.0,3.0,700.0,85.0,0.45,24.0,7.0,8.0,7.0,Industrial,High,"General, Electronics, Food, Cosmetics",10.0,3.0,"EU, FDA",Quick Oats 1kg,Grains & Staples,1.0,4,1,3,3,900,12.0,1,1,0.35,4.0,5.0,4.0,0.45,-0.10000000000000003,0.7,0,0,0,1,1.0
85,17,13,74.72,86.84,94.69,50.66,Meets strength requirements; Satisfies barrier needs; Biodegradable option,FSC-Certified Paperboard,Paper/Cardboard,8.0,45.0,85.0,4.0,670.0,88.0,0.65,20.0,7.0,7.0,6.0,Home/Industrial,High,"General, Electronics, Food",9.0,4.0,"EU, FDA",Quick Oats 1kg,Grains & Staples,1.0,4,1,3,3,900,12.0,1,1,0.35,4.0,4.0,3.0,0.65,-0.30000000000000004,0.67,0,0,0,1,1.0
86,18,19,83.73,98.73,84.96,71.56,Meets strength requirements; Satisfies barrier needs; High recyclability,Recycled Glass,Glass,10.0,100.0,5.0,1000.0,200.0,95.0,1.2,60.0,10.0,9.0,10.0,No,Medium,"Beverages, Spirits, Specialty",7.0,2.0,"EU, FDA",Chana Dal 1kg,Pulses & Lentils,1.0,5,1,3,3,900,12.0,1,1,0.3,5.0,6.0,7.0,1.2,-0.8999999999999999,0.2,0,0,0,1,1.0
87,18,15,81.17,90.35,100.0,60.15,Meets strength requirements; Satisfies barrier needs; Biodegradable option,Corrugated Cardboard (Virgin),Paper/Cardboard,9.0,55.0,75.0,12.0,531.0,88.0,0.35,36.0,8.0,8.0,7.0,Industrial,High,"General, Heavy, Industrial",10.0,2.0,"EU, FDA",Chana Dal 1kg,Pulses & Lentils,1.0,5,1,3,3,900,12.0,1,1,0.3,4.0,5.0,4.0,0.35,-0.04999999999999999,0.531,0,0,0,1,1.0
88,18,40,77.78,79.75,79.65,74.9,Meets strength requirements; Satisfies barrier needs; High recyclability,Refillable Glass (Thickwall),Glass,10.0,120.0,5.0,1200.0,950.0,98.0,1.5,120.0,10.0,10.0,10.0,No,Medium,"Beverages, Cosmetics, Premium",6.0,3.0,"EU, FDA",Chana Dal 1kg,Pulses & Lentils,1.0,5,1,3,3,900,12.0,1,1,0.3,5.0,7.0,7.0,1.5,-1.2,0.95,0,0,0,1,1.0
89,18,1,77.05,86.08,98.23,54.4,Meets strength requirements; Satisfies barrier needs; Biodegradable option,Recycled Cardboard (rCardboard),Paper/Cardboard,8.0,50.0,90.0,3.0,700.0,85.0,0.45,24.0,7.0,8.0,7.0,Industrial,High,"General, Electronics, Food, Cosmetics",10.0,3.0,"EU, FDA",Chana Dal 1kg,Pulses & Lentils,1.0,5,1,3,3,900,12.0,1,1,0.3,3.0,5.0,4.0,0.45,-0.15000000000000002,0.7,0,0,0,1,1.0
90,18,13,74.06,86.84,94.69,48.99,Meets strength requirements; Satisfies barrier needs; Biodegradable option,FSC-Certified Paperboard,Paper/Cardboard,8.0,45.0,85.0,4.0,670.0,88.0,0.65,20.0,7.0,7.0,6.0,Home/Industrial,High,"General, Electronics, Food",9.0,4.0,"EU, FDA",Chana Dal 1kg,Pulses & Lentils,1.0,5,1,3,3,900,12.0,1,1,0.3,3.0,4.0,3.0,0.65,-0.35000000000000003,0.67,0,0,0,1,1.0
91,19,19,83.73,98.73,84.96,71.56,Meets strength requirements; Satisfies barrier needs; High recyclability,Recycled Glass,Glass,10.0,100.0,5.0,1000.0,200.0,95.0,1.2,60.0,10.0,9.0,10.0,No,Medium,"Beverages, Spirits, Specialty",7.0,2.0,"EU, FDA",Toor Dal 1kg,Pulses & Lentils,1.0,5,1,3,3,900,12.0,1,1,0.32,5.0,6.0,7.0,1.2,-0.8799999999999999,0.2,0,0,0,1,1.0
92,19,15,81.17,90.35,100.0,60.15,Meets strength requirements; Satisfies barrier needs; Biodegradable option,Corrugated Cardboard (Virgin),Paper/Cardboard,9.0,55.0,75.0,12.0,531.0,88.0,0.35,36.0,8.0,8.0,7.0,Industrial,High,"General, Heavy, Industrial",10.0,2.0,"EU, FDA",Toor Dal 1kg,Pulses & Lentils,1.0,5,1,3,3,900,12.0,1,1,0.32,4.0,5.0,4.0,0.35,-0.02999999999999997,0.531,0,0,0,1,1.0
93,19,40,77.78,79.75,79.65,74.9,Meets strength requirements; Satisfies barrier needs; High recyclability,Refillable Glass (Thickwall),Glass,10.0,120.0,5.0,1200.0,950.0,98.0,1.5,120.0,10.0,10.0,10.0,No,Medium,"Beverages, Cosmetics, Premium",6.0,3.0,"EU, FDA",Toor Dal 1kg,Pulses & Lentils,1.0,5,1,3,3,900,12.0,1,1,0.32,5.0,7.0,7.0,1.5,-1.18,0.95,0,0,0,1,1.0
94,19,1,77.05,86.08,98.23,54.4,Meets strength requirements; Satisfies barrier needs; Biodegradable option,Recycled Cardboard (rCardboard),Paper/Cardboard,8.0,50.0,90.0,3.0,700.0,85.0,0.45,24.0,7.0,8.0,7.0,Industrial,High,"General, Electronics, Food, Cosmetics",10.0,3.0,"EU, FDA",Toor Dal 1kg,Pulses & Lentils,1.0,5,1,3,3,900,12.0,1,1,0.32,3.0,5.0,4.0,0.45,-0.13,0.7,0,0,0,1,1.0
95,19,13,74.06,86.84,94.69,48.99,Meets strength requirements; Satisfies barrier needs; Biodegradable option,FSC-Certified Paperboard,Paper/Cardboard,8.0,45.0,85.0,4.0,670.0,88.0,0.65,20.0,7.0,7.0,6.0,Home/Industrial,High,"General, Electronics, Food",9.0,4.0,"EU, FDA",Toor Dal 1kg,Pulses & Lentils,1.0,5,1,3,3,900,12.0,1,1,0.32,3.0,4.0,3.0,0.65,-0.33,0.67,0,0,0,1,1.0
96,20,19,83.73,98.73,84.96,71.56,Meets strength requirements; Satisfies barrier needs; High recyclability,Recycled Glass,Glass,10.0,100.0,5.0,1000.0,200.0,95.0,1.2,60.0,10.0,9.0,10.0,No,Medium,"Beverages, Spirits, Specialty",7.0,2.0,"EU, FDA",Moong Dal 1kg,Pulses & Lentils,1.0,5,1,3,3,900,12.0,1,1,0.34,5.0,6.0,7.0,1.2,-0.8599999999999999,0.2,0,0,0,1,1.0
97,20,15,81.17,90.35,100.0,60.15,Meets strength requirements; Satisfies barrier needs; Biodegradable option,Corrugated Cardboard (Virgin),Paper/Cardboard,9.0,55.0,75.0,12.0,531.0,88.0,0.35,36.0,8.0,8.0,7.0,Industrial,High,"General, Heavy, Industrial",10.0,2.0,"EU, FDA",Moong Dal 1kg,Pulses & Lentils,1.0,5,1,3,3,900,12.0,1,1,0.34,4.0,5.0,4.0,0.35,-0.009999999999999953,0.531,0,0,0,1,1.0
98,20,40,77.78,79.75,79.65,74.9,Meets strength requirements; Satisfies barrier needs; High recyclability,Refillable Glass (Thickwall),Glass,10.0,120.0,5.0,1200.0,950.0,98.0,1.5,120.0,10.0,10.0,10.0,No,Medium,"Beverages, Cosmetics, Premium",6.0,3.0,"EU, FDA",Moong Dal 1kg,Pulses & Lentils,1.0,5,1,3,3,900,12.0,1,1,0.34,5.0,7.0,7.0,1.5,-1.16,0.95,0,0,0,1,1.0
99,20,1,77.05,86.08,98.23,54.4,Meets strength requirements; Satisfies barrier needs; Biodegradable option,Recycled Cardboard (rCardboard),Paper/Cardboard,8.0,50.0,90.0,3.0,700.0,85.0,0.45,24.0,7.0,8.0,7.0,Industrial,High,"General, Electronics, Food, Cosmetics",10.0,3.0,"EU, FDA",Moong Dal 1kg,Pulses & Lentils,1.0,5,1,3,3,900,12.0,1,1,0.34,3.0,5.0,4.0,0.45,-0.10999999999999999,0.7,0,0,0,1,1.0
100,20,13,74.06,86.84,94.69,48.99,Meets strength requirements; Satisfies barrier needs; Biodegradable option,FSC-Certified Paperboard,Paper/Cardboard,8.0,45.0,85.0,4.0,670.0,88.0,0.65,20.0,7.0,7.0,6.0,Home/Industrial,High,"General, Electronics, Food",9.0,4.0,"EU, FDA",Moong Dal 1kg,Pulses & Lentils,1.0,5,1,3,3,900,12.0,1,1,0.34,3.0,4.0,3.0,0.65,-0.31,0.67,0,0,0,1,1.0
101,21,15,88.4,90.35,100.0,78.22,Meets strength requirements; Satisfies barrier needs; Cost within budget,Corrugated Cardboard (Virgin),Paper/Cardboard,9.0,55.0,75.0,12.0,531.0,88.0,0.35,36.0,8.0,8.0,7.0,Industrial,High,"General, Heavy, Industrial",10.0,2.0,"EU, FDA",Instant Noodles Pack 70g,Ready-to-Eat,0.07,3,2,5,4,1500,6.0,1,1,0.15,6.0,3.0,3.0,0.0245,0.1255,0.03717000000000001,0,0,0,0,1.0
102,21,19,87.48,98.73,84.96,80.93,Meets strength requirements; Satisfies barrier needs; Cost within budget,Recycled Glass,Glass,10.0,100.0,5.0,1000.0,200.0,95.0,1.2,60.0,10.0,9.0,10.0,No,Medium,"Beverages, Spirits, Specialty",7.0,2.0,"EU, FDA",Instant Noodles Pack 70g,Ready-to-Eat,0.07,3,2,5,4,1500,6.0,1,1,0.15,7.0,4.0,6.0,0.084,0.06599999999999999,0.014000000000000002,0,0,0,0,1.0
103,21,1,84.41,86.08,98.23,72.78,Meets strength requirements; Satisfies barrier needs; Cost within budget,Recycled Cardboard (rCardboard),Paper/Cardboard,8.0,50.0,90.0,3.0,700.0,85.0,0.45,24.0,7.0,8.0,7.0,Industrial,High,"General, Electronics, Food, Cosmetics",10.0,3.0,"EU, FDA",Instant Noodles Pack 70g,Ready-to-Eat,0.07,3,2,5,4,1500,6.0,1,1,0.15,5.0,3.0,3.0,0.03150000000000001,0.1185,0.049,0,0,0,0,1.0
104,21,40,80.65,79.75,79.65,82.07,Meets strength requirements; Satisfies barrier needs; Cost within budget,Refillable Glass (Thickwall),Glass,10.0,120.0,5.0,1200.0,950.0,98.0,1.5,120.0,10.0,10.0,10.0,No,Medium,"Beverages, Cosmetics, Premium",6.0,3.0,"EU, FDA",Instant Noodles Pack 70g,Ready-to-Eat,0.07,3,2,5,4,1500,6.0,1,1,0.15,7.0,5.0,6.0,0.10500000000000001,0.044999999999999984,0.0665,0,0,0,0,1.0
105,21,13,79.92,86.84,94.69,63.65,Meets strength requirements; Cost within budget; Biodegradable option,FSC-Certified Paperboard,Paper/Cardboard,8.0,45.0,85.0,4.0,670.0,88.0,0.65,20.0,7.0,7.0,6.0,Home/Industrial,High,"General, Electronics, Food",9.0,4.0,"EU, FDA",Instant Noodles Pack 70g,Ready-to-Eat,0.07,3,2,5,4,1500,6.0,1,1,0.15,5.0,2.0,2.0,0.045500000000000006,0.10449999999999998,0.046900000000000004,0,0,0,0,1.0
106,22,15,88.16,90.35,100.0,77.63,Meets strength requirements; Satisfies barrier needs; Cost within budget,Corrugated Cardboard (Virgin),Paper/Cardboard,9.0,55.0,75.0,12.0,531.0,88.0,0.35,36.0,8.0,8.0,7.0,Industrial,High,"General, Heavy, Industrial",10.0,2.0,"EU, FDA",Instant Noodles Family Pack 280g,Ready-to-Eat,0.28,4,2,5,4,1500,6.0,1,1,0.4,5.0,3.0,3.0,0.098,0.30200000000000005,0.14868000000000003,0,0,0,0,1.0
107,22,19,84.97,98.73,84.96,74.66,Meets strength requirements; Satisfies barrier needs; Cost within budget,Recycled Glass,Glass,10.0,100.0,5.0,1000.0,200.0,95.0,1.2,60.0,10.0,9.0,10.0,No,Medium,"Beverages, Spirits, Specialty",7.0,2.0,"EU, FDA",Instant Noodles Family Pack 280g,Ready-to-Eat,0.28,4,2,5,4,1500,6.0,1,1,0.4,6.0,4.0,6.0,0.336,0.064,0.05600000000000001,0,0,0,0,1.0
108,22,1,83.63,86.08,98.23,70.85,Meets strength requirements; Satisfies barrier needs; Cost within budget,Recycled Cardboard (rCardboard),Paper/Cardboard,8.0,50.0,90.0,3.0,700.0,85.0,0.45,24.0,7.0,8.0,7.0,Industrial,High,"General, Electronics, Food, Cosmetics",10.0,3.0,"EU, FDA",Instant Noodles Family Pack 280g,Ready-to-Eat,0.28,4,2,5,4,1500,6.0,1,1,0.4,4.0,3.0,3.0,0.12600000000000003,0.274,0.196,0,0,0,0,1.0
109,22,13,78.55,86.84,94.69,60.24,Meets strength requirements; Cost within budget; Biodegradable option,FSC-Certified Paperboard,Paper/Cardboard,8.0,45.0,85.0,4.0,670.0,88.0,0.65,20.0,7.0,7.0,6.0,Home/Industrial,High,"General, Electronics, Food",9.0,4.0,"EU, FDA",Instant Noodles Family Pack 280g,Ready-to-Eat,0.28,4,2,5,4,1500,6.0,1,1,0.4,4.0,2.0,2.0,0.18200000000000002,0.218,0.18760000000000002,0,0,0,0,1.0
110,22,40,77.78,79.75,79.65,74.9,Meets strength requirements; Satisfies barrier needs; High recyclability,Refillable Glass (Thickwall),Glass,10.0,120.0,5.0,1200.0,950.0,98.0,1.5,120.0,10.0,10.0,10.0,No,Medium,"Beverages, Cosmetics, Premium",6.0,3.0,"EU, FDA",Instant Noodles Family Pack 280g,Ready-to-Eat,0.28,4,2,5,4,1500,6.0,1,1,0.4,6.0,5.0,6.0,0.42000000000000004,-0.020000000000000018,0.266,0,0,0,1,1.0
