Material,Product_Name,Shape,Product_Quantity,No_of_Units,Countries_Tags,Cost_Per_Unit_USD,Strength_MPa,Biodegradability,CO2_Emission,Recyclability,Moisture_Barrier,Sustainability_Score,Material_Suitability_Score,Cost_Efficiency_Index,AI_Recommendation,Z_Sustainability_Index,Predicted_Cost,Predicted_CO2,AI_Final_Recommendation,True_Label
Bamboo Fiber,Soda Can,Can,250,1,en:uk,0.31,47.4,95.3,0.97,39.7,8,49.21,100,2.41,Good Alternative,-0.014616423772812604,0.3099000000000008,0.9460999999999988,Not Recommended,Not Recommended
Mushroom Mycelium,Soda Can,Can,3000,12,en:india,0.74,12.8,100.0,0.19,100.0,5,64.05,100,0.5,Technical Failure (Not Suitable),0.3587953195940693,0.7395499999999993,0.1998,Recommended,Recommended
Glass,Biscuits,Box,500,1,en:japan,0.25,93.0,0.0,2.84,80.6,10,11.920000000000002,100,2.24,Avoid,-0.3483017712401341,0.25134999999999996,2.668249999999994,Not Recommended,Not Recommended
Glass,Frozen Peas,Pouch,3000,12,en:usa,0.39,89.9,0.0,1.64,84.7,10,18.74,100,1.52,Avoid,-0.3616649443345817,0.3881500000000004,1.765949999999996,Not Recommended,Not Recommended
Mushroom Mycelium,Soda Can,Can,1200,12,en:india,0.55,23.2,100.0,0.4,100.0,5,63.0,100,1.03,Good Alternative,0.39884596300625663,0.5503499999999992,0.3364999999999996,Recommended,Recommended
Recycled Cardboard,Tomato Sauce,Jar,500,1,en:uk,0.09,17.7,93.3,1.31,87.0,5,53.17,100,4.62,Technical Failure (Not Suitable),0.4827369678480423,0.0895499999999999,1.2955500000000009,Recommended,Recommended
Bamboo Fiber,Orange Juice,Bottle,100,1,en:germany,0.43,46.8,95.1,1.19,40.7,8,48.23,100,1.72,Good Alternative,-0.05845580503227959,0.4297000000000012,1.0911999999999993,Not Recommended,Not Recommended
Bioplastic (PLA),Soda Can,Can,6000,12,en:japan,0.32,50.0,80.1,1.5,44.8,9,42.5,100,2.23,Good Alternative,-0.06501991746082494,0.3197500000000003,1.6618999999999997,Not Recommended,Not Recommended
Bioplastic (PLA),Orange Juice,Bottle,1000,1,en:usa,0.34,53.0,91.6,1.59,51.2,9,47.93,100,2.18,Good Alternative,0.09354063922763492,0.3375500000000008,1.8958499999999987,Recommended,Recommended
Mushroom Mycelium,Tomato Sauce,Jar,1500,6,en:india,0.73,18.4,100.0,0.17,100.0,5,64.15,100,0.78,Too Expensive / Inefficient,0.37995415007597955,0.7328999999999999,0.1901500000000006,Recommended,Recommended
Bamboo Fiber,Soda Can,Can,500,1,en:france,0.4,50.7,98.5,0.8,46.5,6,50.7,100,1.26,Good Alternative,-0.09015423608542039,0.39919999999999994,0.8433500000000003,Not Recommended,Not Recommended
Aluminum Foil/Can,Frozen Peas,Pouch,500,1,en:japan,0.21,42.1,0.0,8.875,98.5,10,0.0,100,2.38,Avoid,-0.15852480922087892,0.21000000000000069,8.771124999999998,Not Recommended,Not Recommended
Bioplastic (PLA),Tomato Sauce,Jar,600,6,en:japan,0.37,71.1,92.7,2.44,49.9,8,42.86,100,1.93,Good Alternative,0.02900668579430083,0.3712999999999998,2.276199999999999,Recommended,Recommended
Aluminum Foil/Can,Tomato Sauce,Jar,600,6,en:japan,0.11,44.9,0.0,8.875,94.0,10,0.0,100,4.55,Avoid,-0.039593535583970815,0.10984999999999973,8.761849999999995,Not Recommended,Not Recommended
Recycled Cardboard,Frozen Peas,Pouch,250,1,en:france,0.11,25.7,95.4,1.19,82.9,4,52.790000000000006,100,6.95,Good Alternative,0.593680691206984,0.10969999999999969,1.1438499999999991,Highly Recommended,Recommended
Mushroom Mycelium,Potato Chips,Bag,1000,1,en:usa,0.59,21.6,100.0,0.27,100.0,4,62.65,100,1.38,Good Alternative,0.38326713220208786,0.5909500000000016,0.24945,Recommended,Recommended
Glass,Sandwich,Wrapper,3000,6,en:usa,0.22,96.0,0.0,2.66,91.5,10,15.0,100,2.61,Avoid,-0.21122159425508552,0.22299999999999945,2.541100000000007,Not Recommended,Not Recommended
Glass,Orange Juice,Bottle,250,1,en:usa,0.29,90.4,0.0,2.5,98.0,10,17.1,100,2.02,Avoid,-0.19073453790691092,0.28974999999999934,2.3901999999999997,Not Recommended,Not Recommended
Aluminum Foil/Can,Potato Chips,Bag,6000,12,en:usa,0.24,26.4,0.0,8.875,99.5,10,0.0,100,1.25,Avoid,-0.23390476753286527,0.24030000000000024,8.8529,Not Recommended,Not Recommended
Bamboo Fiber,Orange Juice,Bottle,3000,6,en:india,0.31,54.3,96.2,0.63,43.0,7,50.93000000000001,100,1.63,Good Alternative,-0.07485926811191908,0.30905000000000055,0.7003999999999987,Not Recommended,Not Recommended
Aluminum Foil/Can,Biscuits,Box,7125,12,en:france,0.21,42.3,0.0,8.875,97.4,10,0.0,100,2.38,Avoid,-0.16953694896703136,0.21005000000000065,8.722399999999999,Not Recommended,Not Recommended
Bioplastic (PLA),Potato Chips,Bag,500,1,en:uk,0.55,68.0,80.3,2.0,45.0,9,40.12,100,1.27,Good Alternative,-0.13385325818174734,0.5494499999999983,2.0133000000000005,Not Recommended,Not Recommended
Mushroom Mycelium,Soda Can,Can,1200,12,en:germany,0.74,11.5,100.0,0.2,100.0,5,64.0,100,0.77,Too Expensive / Inefficient,0.37919847755876845,0.7401999999999991,0.20655000000000015,Recommended,Recommended
Mushroom Mycelium,Orange Juice,Bottle,600,6,en:germany,0.7,11.4,100.0,0.35,100.0,6,64.25,100,0.82,Good Alternative,0.4250042090513806,0.6997500000000006,0.29585000000000067,Recommended,Recommended
Aluminum Foil/Can,Yogurt,Cup,6000,12,en:japan,0.17,24.6,0.0,8.875,95.9,10,0.0,100,1.76,Avoid,-0.2314051992334174,0.17000000000000082,8.845325,Not Recommended,Not Recommended
Recycled Cardboard,Sandwich,Wrapper,1200,12,en:india,0.11,22.3,94.1,1.06,93.7,5,56.08,100,7.09,Good Alternative,0.7432980765084541,0.08090000000000001,1.083249999999999,Highly Recommended,Recommended
Aluminum Foil/Can,Soda Can,Can,600,6,en:france,0.18,29.3,0.0,8.875,94.0,10,0.0,100,2.78,Avoid,-0.17334757113033233,0.1799999999999998,8.61835,Not Recommended,Not Recommended
Glass,Potato Chips,Bag,3000,12,en:japan,0.32,91.1,0.0,1.72,90.5,10,19.5,100,1.87,Avoid,-0.2771523966615715,0.3139500000000005,2.0847499999999983,Not Recommended,Not Recommended
Bamboo Fiber,Biscuits,Box,250,1,en:germany,0.33,50.7,98.5,0.55,31.9,6,49.03000000000001,100,2.26,Good Alternative,-0.16074811190415472,0.3290499999999989,0.669499999999999,Not Recommended,Not Recommended
Virgin Plastic (PP),Yogurt,Cup,7125,12,en:germany,0.06,67.9,2.6,4.85,27.5,10,0.0,100,8.33,Avoid,-0.3974660487517786,0.060000000000000046,4.888150000000008,Not Recommended,Not Recommended
Aluminum Foil/Can,Potato Chips,Bag,3000,12,en:uk,0.21,36.0,0.0,8.875,99.3,10,0.0,100,2.38,Avoid,-0.15051598031458624,0.21000000000000069,8.872775,Not Recommended,Not Recommended
Virgin Plastic (PP),Yogurt,Cup,500,1,en:germany,0.07,66.8,1.3,4.28,21.1,10,0.0,100,7.14,Avoid,-0.5625702986312329,0.07000000000000019,4.51329999999999,Not Recommended,Not Recommended
Bioplastic (PLA),Frozen Peas,Pouch,250,1,en:japan,0.4,59.3,89.3,2.0,57.7,9,46.26,100,1.83,Good Alternative,0.11251017838404087,0.3996000000000002,1.9862,Recommended,Recommended
Virgin Plastic (PP),Soda Can,Can,600,6,en:uk,0.04,66.7,4.6,4.49,17.8,10,0.0,100,8.877500000000001,Avoid,-0.43610989187558896,0.03329999999999999,4.980300000000002,Not Recommended,Not Recommended
Bioplastic (PLA),Tomato Sauce,Jar,600,6,en:usa,0.32,70.6,92.6,2.29,43.1,9,43.21,100,2.24,Good Alternative,0.02553035017852865,0.3208000000000002,2.1426500000000037,Recommended,Recommended
Glass,Biscuits,Box,6000,12,en:germany,0.2,87.5,0.0,1.98,98.1,10,19.72,100,2.99,Avoid,-0.11643320012414933,0.20045000000000016,1.9938500000000026,Not Recommended,Not Recommended
Virgin Plastic (PP),Potato Chips,Bag,6000,12,en:france,0.04,60.6,4.9,4.15,15.4,10,0.0,100,8.877500000000001,Avoid,-0.4575728580373148,0.04039999999999999,4.37979999999999,Not Recommended,Not Recommended
Bioplastic (PLA),Potato Chips,Bag,1000,1,en:japan,0.38,69.8,85.4,2.11,45.7,9,41.75000000000001,100,1.87,Good Alternative,-0.03792533238448625,0.38190000000000035,2.064100000000006,Not Recommended,Not Recommended
Recycled Cardboard,Orange Juice,Bottle,250,1,en:japan,0.15,29.6,90.1,0.91,89.9,3,52.47,100,2.75,Technical Failure (Not Suitable),0.2590592548254761,0.14979999999999946,0.9965499999999986,Recommended,Recommended
Recycled Cardboard,Tomato Sauce,Jar,1000,1,en:france,0.15,32.0,94.4,0.9,83.2,3,52.900000000000006,100,2.76,Technical Failure (Not Suitable),0.2294847799050026,0.14804999999999965,1.0014000000000023,Recommended,Recommended
Bamboo Fiber,Soda Can,Can,600,6,en:uk,0.26,53.0,95.5,1.13,40.8,7,47.71,100,1.88,Good Alternative,-0.0839732826406359,0.2727999999999998,1.044649999999998,Not Recommended,Not Recommended
Aluminum Foil/Can,Biscuits,Box,250,1,en:germany,0.2,41.6,0.0,8.875,97.3,10,0.0,100,2.5,Avoid,-0.16146998237378513,0.20000000000000018,8.856975,Not Recommended,Not Recommended
Bioplastic (PLA),Yogurt,Cup,600,6,en:japan,0.45,57.9,91.9,1.52,56.6,9,49.48,100,1.66,Good Alternative,0.11086878400728709,0.4484000000000013,1.667799999999999,Recommended,Recommended
Aluminum Foil/Can,Yogurt,Cup,3000,12,en:india,0.24,33.6,0.0,8.875,98.5,10,0.0,100,2.08,Avoid,-0.18119498473721135,0.2400000000000002,8.793825,Not Recommended,Not Recommended
Aluminum Foil/Can,Soda Can,Can,100,1,en:germany,0.19,20.3,0.0,8.875,90.8,10,0.0,100,2.63,Avoid,-0.21671797451366953,0.1897500000000001,8.763000000000002,Not Recommended,Not Recommended
Bamboo Fiber,Potato Chips,Bag,500,1,en:india,0.39,48.9,95.3,1.11,46.5,7,48.870000000000005,100,1.91,Good Alternative,-0.026352372836435142,0.3900500000000005,1.052500000000003,Not Recommended,Not Recommended
Glass,Sandwich,Wrapper,1200,12,en:usa,0.26,91.7,0.0,1.98,93.6,10,18.82,100,2.28,Avoid,-0.21513561144403287,0.2596499999999997,2.1076000000000037,Not Recommended,Not Recommended
Virgin Plastic (PP),Tomato Sauce,Jar,100,1,en:usa,0.02,70.4,0.6,6.0,13.7,10,0.0,100,8.877500000000001,Avoid,-0.511335414115704,0.025899999999999933,5.613900000000001,Not Recommended,Not Recommended
Aluminum Foil/Can,Biscuits,Box,1000,1,en:india,0.12,36.4,0.0,8.875,99.3,10,0.0,100,4.17,Avoid,-0.015250599733802592,0.1200000000000001,8.805725,Not Recommended,Not Recommended
Glass,Sandwich,Wrapper,3000,12,en:usa,0.3,81.4,0.0,2.43,88.0,10,15.45,100,1.92,Avoid,-0.2984016244076809,0.29849999999999904,2.397150000000004,Not Recommended,Not Recommended
Bamboo Fiber,Yogurt,Cup,3000,12,en:germany,0.27,48.2,98.0,0.87,33.4,8,49.53,100,2.77,Good Alternative,-0.02741005577589785,0.2700000000000011,0.8623500000000013,Not Recommended,Not Recommended
Recycled Cardboard,Potato Chips,Bag,6000,6,en:germany,0.08,28.7,92.9,1.15,87.3,3,51.870000000000005,100,6.99,Good Alternative,0.5773619000442788,0.09604999999999983,1.0923,Highly Recommended,Recommended
Bioplastic (PLA),Orange Juice,Bottle,250,1,en:usa,0.41,58.6,94.6,1.88,58.4,9,49.12,100,1.82,Good Alternative,0.16405109433619408,0.4075999999999984,1.851049999999998,Recommended,Recommended
Aluminum Foil/Can,Orange Juice,Bottle,1000,1,en:germany,0.11,22.6,0.0,8.875,96.2,10,0.0,100,4.55,Avoid,-0.01756925609166575,0.1085499999999999,8.771224999999998,Not Recommended,Not Recommended
Bamboo Fiber,Tomato Sauce,Jar,1000,1,en:uk,0.39,40.5,98.8,0.74,44.6,7,51.74,100,1.3,Good Alternative,-0.061561625205312345,0.38800000000000046,0.7748499999999996,Not Recommended,Not Recommended
Aluminum Foil/Can,Orange Juice,Bottle,100,1,en:japan,0.22,23.4,0.0,8.875,94.0,10,0.0,100,2.27,Avoid,-0.2118868695080975,0.2199999999999994,8.690150000000001,Not Recommended,Not Recommended
Aluminum Foil/Can,Orange Juice,Bottle,600,6,en:germany,0.24,37.6,0.0,8.68,100.0,10,0.0,100,2.08,Avoid,-0.16617843053791254,0.2385500000000002,8.704075000000007,Not Recommended,Not Recommended
Glass,Potato Chips,Bag,250,1,en:france,0.34,99.9,0.0,1.51,90.2,10,20.49,100,1.77,Avoid,-0.2877124326735421,0.33840000000000137,1.673949999999996,Not Recommended,Not Recommended
Glass,Frozen Peas,Pouch,3000,6,en:uk,0.4,80.6,0.0,2.43,98.3,10,17.509999999999998,100,1.47,Avoid,-0.2292932155136606,0.39725000000000044,2.4884500000000043,Not Recommended,Not Recommended
Recycled Cardboard,Soda Can,Can,1200,12,en:japan,0.13,29.3,92.9,1.16,91.4,3,52.64000000000001,100,3.18,Technical Failure (Not Suitable),0.3304959191316068,0.12909999999999985,1.207899999999998,Recommended,Recommended
Bioplastic (PLA),Soda Can,Can,600,6,en:usa,0.54,68.2,87.4,1.87,41.9,8,41.99,100,1.31,Good Alternative,-0.1432221625120718,0.5331000000000009,2.1500500000000007,Not Recommended,Not Recommended
Aluminum Foil/Can,Orange Juice,Bottle,1500,6,en:germany,0.11,31.2,0.0,8.48,91.3,10,0.0,100,4.55,Avoid,-0.06662333314270884,0.1084999999999998,8.600150000000008,Not Recommended,Not Recommended
Bamboo Fiber,Sandwich,Wrapper,6000,12,en:uk,0.35,55.2,95.1,1.07,37.2,6,46.13,100,2.09,Good Alternative,-0.14958928617361358,0.35125000000000034,0.9612999999999967,Not Recommended,Not Recommended
Bamboo Fiber,Sandwich,Wrapper,500,1,en:india,0.43,57.8,99.9,1.1,41.8,6,48.82000000000001,100,1.73,Good Alternative,-0.08972640166759177,0.430900000000001,1.019499999999998,Not Recommended,Not Recommended
Bamboo Fiber,Frozen Peas,Pouch,3000,6,en:uk,0.38,58.1,99.0,1.12,31.0,6,46.2,100,1.92,Good Alternative,-0.19117837574699023,0.38245000000000023,1.0044000000000017,Not Recommended,Not Recommended
Aluminum Foil/Can,Yogurt,Cup,6000,6,en:usa,0.21,40.6,0.0,8.875,95.1,10,0.0,100,2.38,Avoid,-0.19256233207262313,0.21000000000000063,8.811824999999999,Not Recommended,Not Recommended
Aluminum Foil/Can,Tomato Sauce,Jar,500,1,en:usa,0.17,28.5,0.0,8.875,99.9,10,0.0,100,2.94,Avoid,-0.10219169767104606,0.17000000000000084,8.848599999999998,Not Recommended,Not Recommended
Aluminum Foil/Can,Soda Can,Can,3000,12,en:japan,0.24,36.0,0.0,8.71,91.3,10,0.0,100,2.08,Avoid,-0.25327444489384604,0.2397000000000002,8.747800000000014,Not Recommended,Not Recommended
Glass,Orange Juice,Bottle,100,1,en:japan,0.21,84.4,0.0,2.05,83.3,10,16.41,100,2.77,Avoid,-0.28122133026920876,0.21250000000000027,2.1724500000000018,Not Recommended,Not Recommended
Aluminum Foil/Can,Tomato Sauce,Jar,100,1,en:india,0.15,24.3,0.0,8.51,98.9,10,0.0,100,3.33,Avoid,-0.08273150563267971,0.14999999999999947,8.568149999999996,Not Recommended,Not Recommended
Aluminum Foil/Can,Frozen Peas,Pouch,1200,12,en:uk,0.2,23.6,0.0,8.54,92.1,10,0.0,100,2.5,Avoid,-0.21352737026468793,0.19810000000000008,8.651424999999985,Not Recommended,Not Recommended
Bamboo Fiber,Orange Juice,Bottle,6000,12,en:india,0.31,40.5,96.0,1.13,42.1,8,49.17000000000001,100,2.41,Good Alternative,0.01539161091275446,0.3124000000000007,0.8071999999999997,Recommended,Recommended
Bamboo Fiber,Frozen Peas,Pouch,6000,6,en:france,0.33,44.8,98.0,0.78,45.9,8,52.48,100,2.31,Good Alternative,0.0629669600932164,0.33074999999999954,0.7907999999999994,Recommended,Recommended
Bamboo Fiber,Potato Chips,Bag,1200,12,en:uk,0.35,43.8,95.5,1.08,39.5,6,46.7,100,2.1,Good Alternative,-0.12239020314127444,0.35100000000000037,1.0096000000000018,Not Recommended,Not Recommended
Mushroom Mycelium,Sandwich,Wrapper,1200,12,en:france,0.79,12.3,100.0,0.24,100.0,4,62.8,100,1.03,Good Alternative,0.35681859409969996,0.7904000000000004,0.2342499999999999,Recommended,Recommended
Bamboo Fiber,Sandwich,Wrapper,3000,12,en:usa,0.27,47.6,98.6,0.86,49.3,7,52.0,100,2.81,Good Alternative,0.09788778101326258,0.2736500000000009,0.8702499999999995,Recommended,Recommended
Mushroom Mycelium,Soda Can,Can,250,1,en:india,0.75,17.8,100.0,0.15,100.0,6,65.25,100,0.77,Too Expensive / Inefficient,0.4212258464653251,0.7461500000000001,0.17534999999999962,Recommended,Recommended
Bioplastic (PLA),Soda Can,Can,250,1,en:usa,0.36,52.1,81.5,1.98,52.9,9,42.28,100,1.98,Good Alternative,0.009140758218489621,0.35884999999999967,1.9532000000000003,Recommended,Recommended
Recycled Cardboard,Sandwich,Wrapper,7125,12,en:germany,0.09,19.0,94.4,0.85,88.6,3,54.23,100,6.35,Good Alternative,0.5548308087012569,0.09139999999999987,0.9527999999999979,Highly Recommended,Recommended
Virgin Plastic (PP),Tomato Sauce,Jar,7125,12,en:usa,0.07,83.9,5.0,4.2,24.9,10,0.0,100,7.14,Avoid,-0.49291160778813,0.06995000000000019,4.544150000000001,Not Recommended,Not Recommended
Recycled Cardboard,Potato Chips,Bag,1200,12,en:japan,0.08,29.9,97.8,0.9,92.1,4,57.040000000000006,100,8.877500000000001,Good Alternative,0.8519462657790052,0.0740500000000001,0.9880000000000021,Highly Recommended,Recommended
Mushroom Mycelium,Yogurt,Cup,6000,6,en:usa,0.65,19.2,100.0,0.33,100.0,6,64.35,100,0.96,Good Alternative,0.43558362429233577,0.6527000000000018,0.30424999999999913,Recommended,Recommended
Glass,Frozen Peas,Pouch,6000,6,en:germany,0.28,86.4,0.0,1.71,82.8,10,18.009999999999998,100,2.11,Avoid,-0.33610123447157314,0.2781000000000008,1.917349999999997,Not Recommended,Not Recommended
Mushroom Mycelium,Potato Chips,Bag,100,1,en:india,0.7,13.9,100.0,0.35,100.0,6,64.25,100,1.17,Good Alternative,0.4514527471537685,0.6981000000000003,0.3026500000000007,Recommended,Recommended
Aluminum Foil/Can,Yogurt,Cup,3000,6,en:france,0.11,41.7,0.0,8.875,94.1,10,0.0,100,4.55,Avoid,-0.03859243197068428,0.1100999999999997,8.820424999999995,Not Recommended,Not Recommended
Glass,Orange Juice,Bottle,600,6,en:india,0.37,84.4,0.0,2.12,93.3,10,18.06,100,1.6,Avoid,-0.26952465345424614,0.36794999999999967,2.1921000000000035,Not Recommended,Not Recommended
Bamboo Fiber,Potato Chips,Bag,1500,6,en:japan,0.3,41.6,96.6,0.92,30.1,8,48.06,100,2.47,Good Alternative,-0.09507974646406551,0.30825000000000047,0.7292000000000003,Not Recommended,Not Recommended
Virgin Plastic (PP),Soda Can,Can,6000,12,en:germany,0.06,77.5,3.1,5.14,29.8,10,0.0,100,8.33,Avoid,-0.3701681313842664,0.06000000000000005,5.095799999999991,Not Recommended,Not Recommended
Recycled Cardboard,Yogurt,Cup,3000,12,en:japan,0.12,25.8,90.2,0.84,81.3,4,52.14,100,3.42,Technical Failure (Not Suitable),0.26647627849491246,0.1205500000000001,0.9834000000000015,Recommended,Recommended
Virgin Plastic (PP),Soda Can,Can,1200,12,en:uk,0.06,60.0,3.6,3.9,13.3,10,0.0,100,8.33,Avoid,-0.5310776933146335,0.060000000000000046,4.133449999999989,Not Recommended,Not Recommended
Bioplastic (PLA),Tomato Sauce,Jar,250,1,en:uk,0.54,73.6,83.4,2.43,41.3,9,38.470000000000006,100,1.28,Avoid,-0.1436487069322325,0.5486499999999984,2.1039499999999993,Not Recommended,Not Recommended
Bioplastic (PLA),Sandwich,Wrapper,250,1,en:japan,0.45,61.2,82.8,2.15,44.0,9,40.17,100,1.56,Good Alternative,-0.10058712000588899,0.4502000000000013,2.0678499999999964,Not Recommended,Not Recommended
Aluminum Foil/Can,Orange Juice,Bottle,7125,12,en:germany,0.22,29.9,0.0,8.875,92.3,10,0.0,100,1.36,Avoid,-0.29767183000017805,0.22009999999999938,8.802900000000001,Not Recommended,Not Recommended
Mushroom Mycelium,Biscuits,Box,100,1,en:india,0.75,21.9,100.0,0.14,100.0,5,64.3,100,1.1,Good Alternative,0.40413567062673417,0.7460999999999999,0.1809000000000002,Recommended,Recommended
Glass,Orange Juice,Bottle,6000,6,en:india,0.29,98.4,0.0,2.26,99.6,10,18.620000000000005,100,2.05,Avoid,-0.17244986254269218,0.2894499999999996,2.0029999999999983,Not Recommended,Not Recommended
Bamboo Fiber,Biscuits,Box,1000,1,en:france,0.27,46.2,99.2,0.76,41.7,7,51.22000000000001,100,2.8,Good Alternative,0.026175275000575315,0.27070000000000105,0.8549499999999998,Recommended,Recommended
Glass,Orange Juice,Bottle,1200,12,en:uk,0.39,96.7,0.0,1.62,96.1,10,21.12,100,1.55,Avoid,-0.245272114868277,0.38355000000000034,1.900950000000002,Not Recommended,Not Recommended
Recycled Cardboard,Soda Can,Can,1000,1,en:uk,0.15,16.7,96.6,0.98,80.1,5,54.76,100,2.83,Technical Failure (Not Suitable),0.3065941640791595,0.18449999999999978,0.9936499999999989,Recommended,Recommended
Bamboo Fiber,Biscuits,Box,1000,1,en:japan,0.34,40.0,99.9,0.97,45.3,8,52.17000000000001,100,2.24,Good Alternative,0.06790626098831747,0.3381000000000012,0.8962499999999995,Recommended,Recommended
Glass,Soda Can,Can,500,1,en:usa,0.39,90.1,0.0,1.83,86.7,10,18.19,100,1.52,Avoid,-0.34164287206884986,0.3894500000000005,1.9563499999999987,Not Recommended,Not Recommended
Aluminum Foil/Can,Tomato Sauce,Jar,7125,12,en:japan,0.19,42.9,0.0,8.875,91.5,10,0.0,100,2.63,Avoid,-0.20971024922066334,0.18615000000000015,8.8366,Not Recommended,Not Recommended
Recycled Cardboard,Yogurt,Cup,6000,12,en:india,0.14,23.1,98.2,1.16,91.2,3,54.720000000000006,100,3.03,Technical Failure (Not Suitable),0.3624474873232255,0.1279500000000002,1.1774499999999979,Recommended,Recommended
Bamboo Fiber,Frozen Peas,Pouch,3000,12,en:japan,0.37,58.8,98.3,0.61,41.2,6,50.510000000000005,100,2.03,Good Alternative,-0.08673495746912471,0.3693999999999997,0.6864500000000002,Not Recommended,Not Recommended
Recycled Cardboard,Orange Juice,Bottle,500,1,en:india,0.13,30.2,96.2,1.1,80.4,3,52.06,100,3.16,Technical Failure (Not Suitable),0.24706190276433537,0.13029999999999986,1.06295,Recommended,Recommended
Bamboo Fiber,Yogurt,Cup,600,6,en:usa,0.38,55.9,95.9,0.91,34.5,7,47.71000000000001,100,1.94,Good Alternative,-0.13909074776488822,0.3848500000000003,0.8558999999999999,Not Recommended,Not Recommended
Glass,Sandwich,Wrapper,1000,1,en:germany,0.27,89.5,0.0,2.82,99.7,10,15.840000000000002,100,2.15,Avoid,-0.16389203375729466,0.272400000000001,2.568949999999997,Not Recommended,Not Recommended
Virgin Plastic (PP),Sandwich,Wrapper,7125,12,en:india,0.05,87.3,3.9,5.78,25.0,10,0.0,100,8.877500000000001,Avoid,-0.3700119796856431,0.03419999999999999,4.7220999999999975,Not Recommended,Not Recommended
Glass,Tomato Sauce,Jar,1000,1,en:japan,0.37,80.7,0.0,2.06,93.1,10,18.32,100,1.6,Avoid,-0.2715268606808194,0.36649999999999977,2.1457000000000015,Not Recommended,Not Recommended
Recycled Cardboard,Frozen Peas,Pouch,600,6,en:uk,0.11,16.4,93.2,1.0,81.9,5,53.66,100,6.98,Good Alternative,0.6091648907798574,0.10739999999999972,0.9988500000000002,Highly Recommended,Recommended
