Material_Type,Strength_MPa,Weight_Capacity_kg,Biodegradability_pct,CO2_Emission_g,Recyclability_pct,Cost_per_kg_INR,Typical_Product_Category,extreme_outlier,CO2_Impact_Index,Biodeg_Index,Recycl_Index,Cost_per_Strength,Cost_Strength_Norm,Cost_Efficiency_Index,Material_Suitability_Score
Palm Leaf,35,4.16,100,124,55,96.74,Food,FALSE,0.495833333,1,0.55,2.763999921,0.218455069,0.781544931,0.731427899
Palm Leaf,8.41,5.65,81,109,62,22.65,Food,FALSE,0.433333333,0.743243243,0.62,2.693222034,0.21838072,0.78161928,0.68404446
PLA-coated Paper,34.88,4.49,87,31,58,78.61,Food,FALSE,0.108333333,0.824324324,0.58,2.253727,0.217919046,0.782080954,0.781734202
Paperboard,8.23,2.08,64,58,81,48.23,Food,FALSE,0.220833333,0.513513514,0.81,5.860266603,0.221707587,0.778292413,0.705418824
Mushroom Packaging,22.88,21.89,79,160,79,147.37,Food,FALSE,0.645833333,0.716216216,0.79,6.440996222,0.222317623,0.777682377,0.655827126
Recycled Paper,41.55,10.4,85,37,39,60.17,Food,FALSE,0.133333333,0.797297297,0.39,1.448134743,0.2170728,0.7829272,0.729587656
Bagasse (Sugarcane),28.65,7.68,73,126,49,90.83,Food,FALSE,0.504166667,0.635135135,0.49,3.170331477,0.218881906,0.781118094,0.607778397
Jute Fiber,41.53,3.17,75,198,71,77.26,Food,FALSE,0.804166667,0.662162162,0.71,1.860341877,0.217505809,0.782494191,0.58523053
Bamboo Fiber,34.3,15.91,65,74,74,61.08,Food,FALSE,0.2875,0.527027027,0.74,1.780757966,0.217422209,0.782577791,0.679877556
Seaweed-based,35.21,7.85,71,100,82,55.91,Food,FALSE,0.395833333,0.608108108,0.82,1.587901119,0.21721962,0.78278038,0.693169194
Glassine Paper,59.21,6.09,75,31,100,54.98,Food,FALSE,0.108333333,0.662162162,1,0.928559349,0.216527005,0.783472995,0.817433564
Cellulose Film,20.96,9.16,77,38,69,141.05,Food,FALSE,0.1375,0.689189189,0.69,6.729484412,0.222620669,0.777379331,0.754726589
Corrugated Cardboard,23.27,9.82,95,127,100,40.73,Food,FALSE,0.508333333,0.932432432,1,1.750322228,0.217390237,0.782609763,0.798298837
PLA Bioplastic,20.79,13.8,63,90,100,110.44,Food,FALSE,0.354166667,0.5,1,5.312169057,0.22113183,0.77886817,0.706175376
Bagasse (Sugarcane),22.69,23.11,83,181,42,90.5,Food,FALSE,0.733333333,0.77027027,0.42,3.988541032,0.219741406,0.780258594,0.576812396
Cornstarch Polymer,22.08,13.69,67,36,70,23.34,Food,FALSE,0.129166667,0.554054054,0.7,1.05706517,0.216661995,0.783338005,0.719759051
Paperboard,51.93,8.87,88,176,35,96.87,Food,FALSE,0.7125,0.837837838,0.35,1.865395689,0.217511118,0.782488882,0.588848572
Starch Foam,25.32,5.97,62,69,71,102.68,Food,FALSE,0.266666667,0.486486486,0.71,4.055292099,0.219811526,0.780188474,0.666326398
HDPE (Recycled),75.3,11.77,97,105,84,67.68,Food,FALSE,0.416666667,0.959459459,0.84,0.898804769,0.216495748,0.783504252,0.797547234
Jute Fiber,54.3,17.86,83,111,93,109.33,Food,FALSE,0.441666667,0.77027027,0.93,2.013443793,0.217666637,0.782333363,0.752247755
Palm Leaf,20.77,3.2,100,72,43,139,Food,FALSE,0.279166667,1,0.43,6.692344406,0.222581655,0.777418345,0.76056292
Cornstarch Polymer,20.84,10.55,71,102,89,118.26,Food,FALSE,0.404166667,0.608108108,0.89,5.674663835,0.221512618,0.778487382,0.704012611
Cellulose Film,34.26,13.8,71,87,78,53.92,Food,FALSE,0.341666667,0.608108108,0.78,1.573847006,0.217204856,0.782795144,0.698714552
Starch Foam,22.76,9.98,90,115,83,56.28,Food,FALSE,0.458333333,0.864864865,0.83,2.472759118,0.218149131,0.781850869,0.756338843
Hemp Fiber,51.2,7.99,90,60,93,92.06,Food,FALSE,0.229166667,0.864864865,0.93,1.79804684,0.21744037,0.78255963,0.8338077
Cotton Padding,24.96,9.32,62,18,75,72.14,Food,FALSE,0.054166667,0.486486486,0.75,2.890224243,0.218587664,0.781412336,0.727757363
Glassine Paper,31.07,9.04,70,104,57,123.44,Food,FALSE,0.4125,0.594594595,0.57,3.972964146,0.219725043,0.780274957,0.634322118
Starch Foam,30.61,11.7,38,141,53,57.68,Food,FALSE,0.566666667,0.162162162,0.53,1.884351458,0.21753103,0.78246897,0.458599224
Kraft Paper,56.61,7.37,77,181,59,86.64,Food,FALSE,0.733333333,0.689189189,0.59,1.530471621,0.217159292,0.782840708,0.5871336
Bagasse (Sugarcane),27.74,6.33,86,45,62,107.36,Food,FALSE,0.166666667,0.810810811,0.62,3.870223364,0.219617118,0.780382882,0.770672297
Corrugated Cardboard,37.35,10.73,94,157,77,65.41,Food,FALSE,0.633333333,0.918918919,0.77,1.751271707,0.217391235,0.782608765,0.716994534
Kraft Paper,43.08,2.69,73,39,71,87.53,Food,FALSE,0.141666667,0.635135135,0.71,2.031801253,0.217685921,0.782314079,0.742702394
PLA Bioplastic,4.68,22.54,100,92,75,71.57,Food,FALSE,0.3625,1,0.75,15.29273178,0.231616055,0.768383945,0.801470986
Seaweed-based,23.59,6.81,66,196,69,29.76,Food,FALSE,0.795833333,0.540540541,0.69,1.261551451,0.216876801,0.783123199,0.546984629
Paperboard,33.6,2.06,69,167,61,45.8,Food,FALSE,0.675,0.581081081,0.61,1.363095198,0.216983469,0.783016531,0.573328457
Corrugated Cardboard,41.02,22.2,100,162,61,52.77,Food,FALSE,0.654166667,1,0.61,1.286445605,0.216902951,0.783097049,0.704232596
Cellulose Film,15.76,2.08,94,37,60,55.98,Food,FALSE,0.133333333,0.918918919,0.6,3.552030231,0.219282867,0.780717133,0.807521626
Cellulose Film,16.16,5.36,60,109,100,107.09,Food,FALSE,0.433333333,0.459459459,1,6.626856026,0.222512862,0.777487138,0.673876289
Recycled Paper,40.76,7.44,100,94,55,52.63,Food,FALSE,0.370833333,1,0.55,1.291216848,0.216907963,0.783092037,0.763064676
Cornstarch Polymer,13.29,9.3,98,60,64,106.55,Food,FALSE,0.229166667,0.972972973,0.64,8.017305642,0.22397348,0.77602652,0.806606855
Cornstarch Polymer,28.7,9.17,84,97,86,77.96,Food,FALSE,0.383333333,0.783783784,0.86,2.716376212,0.218405042,0.781594958,0.756700541
Kraft Paper,29.2,9.48,64,142,100,93.85,Food,FALSE,0.570833333,0.513513514,1,3.214040986,0.218927821,0.781072179,0.656613765
Corrugated Cardboard,35.79,20.35,38,115,87,117.64,Food,FALSE,0.458333333,0.162162162,0.87,3.286951571,0.219004411,0.780995589,0.553314212
Mushroom Packaging,22.63,5.96,74,153,75,53.07,Food,FALSE,0.616666667,0.648648649,0.75,2.345116998,0.218015048,0.781984952,0.635924166
Jute Fiber,52.35,10.61,69,129,56,113.59,Food,FALSE,0.516666667,0.581081081,0.56,2.169818488,0.217830903,0.782169097,0.602699932
Jute Fiber,59.02,1.53,86,136,100,39.05,Food,FALSE,0.545833333,0.810810811,1,0.661640111,0.216246615,0.783753385,0.752723256
Palm Leaf,26.69,6.35,80,173,45,99.73,Food,FALSE,0.7,0.72972973,0.45,3.73660533,0.219476757,0.780523243,0.57904973
Bamboo Fiber,69.44,8.99,75,14,66,50.74,Food,FALSE,0.0375,0.662162162,0.66,0.730702754,0.216319163,0.783680837,0.767193858
Mushroom Packaging,32,7.65,82,122,75,106.76,Food,FALSE,0.4875,0.756756757,0.75,3.336249896,0.219056198,0.780943802,0.700387978
PLA-coated Paper,39.67,14.16,78,119,100,84.49,Food,FALSE,0.475,0.702702703,1,2.12982097,0.217788887,0.782211113,0.737613589
Hemp Fiber,55.66,7.75,75,106,70,69.14,Food,FALSE,0.420833333,0.662162162,0.7,1.24218467,0.216856457,0.783143543,0.679226201
Cornstarch Polymer,-0.92,14.65,76,75,70,71.05,Food,FALSE,0.291666667,0.675675676,0.7,-77.22834481,0.134425964,0.865574036,0.736179545
Glassine Paper,24.12,15.13,53,83,80,49.55,Food,FALSE,0.325,0.364864865,0.8,2.054311689,0.217709567,0.782290433,0.633782068
HDPE (Recycled),47.95,6.48,90,27,56,43.52,Food,FALSE,0.091666667,0.864864865,0.56,0.907612077,0.216505,0.783495,0.794416543
Cotton Padding,20.06,5.09,92,245,69,116.82,Food,FALSE,1,0.891891892,0.69,5.823529121,0.221668996,0.778331004,0.600150319
Mushroom Packaging,17.99,11.08,88,142,74,52.06,Food,FALSE,0.570833333,0.837837838,0.74,2.893829745,0.218591451,0.781408549,0.701995155
Seaweed-based,26.03,2.08,53,72,96,109.03,Food,FALSE,0.279166667,0.364864865,0.96,4.188628345,0.219951591,0.780048409,0.676679895
Glassine Paper,61.31,4.42,87,97,65,75.17,Food,FALSE,0.383333333,0.824324324,0.65,1.226064244,0.216839523,0.783160477,0.727254083
Paperboard,47.96,12.12,93,19,63,95.26,Food,FALSE,0.058333333,0.905405405,0.63,1.986238491,0.217638059,0.782361941,0.828628774
Mushroom Packaging,17.14,9.45,80,132,52,96.32,Food,FALSE,0.529166667,0.72972973,0.52,5.619602939,0.221454779,0.778545221,0.635263558
Jute Fiber,42.33,2.89,59,38,100,60.2,Food,FALSE,0.1375,0.445945946,1,1.422159192,0.217045514,0.782954486,0.745147405
Cotton Padding,28.24,11.37,100,79,75,59.14,Food,FALSE,0.308333333,1,0.75,2.09419256,0.217751461,0.782248539,0.818478802
Hemp Fiber,53.91,15.91,83,153,60,81.36,Food,FALSE,0.616666667,0.77027027,0.6,1.509181942,0.217136928,0.782863072,0.642630182
PLA-coated Paper,35.81,7.58,87,106,58,138.07,Food,FALSE,0.420833333,0.824324324,0.58,3.855626812,0.219601785,0.780398215,0.703188518
Cornstarch Polymer,8.1,3.48,84,124,24,63.21,Food,FALSE,0.495833333,0.783783784,0.24,7.80370274,0.223749097,0.776250903,0.603239527
Cellulose Film,15.35,9.82,90,149,87,65.15,Food,FALSE,0.6,0.864864865,0.87,4.244299398,0.220010071,0.779989929,0.728456942
Seaweed-based,24.42,6.64,78,180,94,73.29,Food,FALSE,0.729166667,0.702702703,0.94,3.001228378,0.218704269,0.781295731,0.661843077
Cellulose Film,31.35,10.03,95,74,65,31.28,Food,FALSE,0.2875,0.932432432,0.65,0.997767113,0.216599705,0.783400295,0.783704804
Starch Foam,28.02,8.87,100,148,83,54.11,Food,FALSE,0.595833333,1,0.83,1.931120559,0.217580159,0.782419841,0.762646627
PLA-coated Paper,53.58,9.08,100,152,32,86.13,Food,FALSE,0.6125,1,0.32,1.60750277,0.21724021,0.78275979,0.656564947
Bagasse (Sugarcane),22.03,7.59,70,45,65,97.89,Food,FALSE,0.166666667,0.594594595,0.65,4.443485954,0.22021931,0.77978069,0.711656884
Jute Fiber,74.67,8.12,79,168,73,72.27,Food,FALSE,0.679166667,0.716216216,0.73,0.967858565,0.216568287,0.783431713,0.636931126
Recycled Paper,52.51,9.88,34,113,29,84.99,Food,FALSE,0.45,0.108108108,0.29,1.618548817,0.217251814,0.782748186,0.423619479
Recycled Paper,42.01,15.07,58,62,74,19.42,Food,FALSE,0.2375,0.432432432,0.74,0.462270877,0.216037185,0.783962815,0.664345433
Paperboard,20.27,12.03,54,88,79,7.03,Food,FALSE,0.345833333,0.378378378,0.79,0.34681794,0.215915906,0.784084094,0.631076204
Wheat Straw,23.73,5.13,65,5,68,42.68,Food,FALSE,0,0.527027027,0.68,1.798567139,0.217440917,0.782559083,0.739747879
Mushroom Packaging,38.99,7.89,68,106,58,82.47,Food,FALSE,0.420833333,0.567567568,0.58,2.115157679,0.217773484,0.782226516,0.626618566
Bagasse (Sugarcane),14.53,3.76,82,81,100,19.87,Food,FALSE,0.316666667,0.756756757,1,1.367515391,0.216988112,0.783011888,0.793613332
Corrugated Cardboard,32.11,9.69,96,129,62,59.02,Food,FALSE,0.516666667,0.945945946,0.62,1.838056623,0.217482399,0.782517601,0.724246517
Cornstarch Polymer,-0.82,8.05,91,198,36,43.67,Food,FALSE,0.804166667,0.878378378,0.36,-53.25616251,0.159607886,0.840392114,0.594569875
Cellulose Film,21.4,18.33,80,5,65,104.2,Food,FALSE,0,0.72972973,0.65,4.869158651,0.220666464,0.779333536,0.793752303
Paperboard,30.45,8.13,96,146,67,102.14,Food,FALSE,0.5875,0.945945946,0.67,3.354351286,0.219075212,0.780924788,0.716139981
Palm Leaf,16.79,1.04,63,71,70,82.14,Food,FALSE,0.275,0.5,0.7,4.892197445,0.220690665,0.779309335,0.666077334
Starch Foam,12.04,8.17,86,110,86,58.05,Food,FALSE,0.4375,0.810810811,0.86,4.821428171,0.220616324,0.779383676,0.750714162
Seaweed-based,28.34,14.5,62,178,84,61.85,Food,FALSE,0.720833333,0.486486486,0.84,2.182427587,0.217844148,0.782155852,0.579276576
Hemp Fiber,34.3,10.01,65,140,70,96.94,Food,FALSE,0.5625,0.527027027,0.7,2.826238985,0.218520449,0.781479551,0.602852996
Palm Leaf,18.81,12.37,67,40,44,43.98,Food,FALSE,0.145833333,0.554054054,0.44,2.338117898,0.218007696,0.781992304,0.663255959
Cotton Padding,7.61,1.56,66,117,63,54.87,Food,FALSE,0.466666667,0.540540541,0.63,7.210248724,0.223125695,0.776874305,0.615714072
Cornstarch Polymer,10.08,12.59,89,155,94,2.15,Food,FALSE,0.625,0.851351351,0.94,0.21329363,0.215775643,0.784224357,0.733211495
HDPE (Recycled),34.3,11.62,94,80,69,67.03,Food,FALSE,0.3125,0.918918919,0.69,1.954227348,0.217604432,0.782395568,0.781149568
PLA Bioplastic,23.3,21.6,89,124,76,140.07,Food,FALSE,0.495833333,0.851351351,0.76,6.011587725,0.221866545,0.778133455,0.727980436
Bamboo Fiber,53.41,16.47,94,129,97,58.97,Food,FALSE,0.516666667,0.918918919,0.97,1.104100335,0.216711404,0.783288596,0.786331158
Jute Fiber,62.2,9.66,53,175,41,46.25,Food,FALSE,0.708333333,0.364864865,0.41,0.74356912,0.216332679,0.783667321,0.460292956
Cornstarch Polymer,22.98,9.24,92,64,93,79.08,Food,FALSE,0.245833333,0.891891892,0.93,3.441253114,0.2191665,0.7808335,0.837317609
Paperboard,53.81,3.95,82,69,88,44.85,Food,FALSE,0.266666667,0.756756757,0.88,0.833488184,0.216427136,0.783572864,0.782253576
Kraft Paper,40.17,15.64,68,152,32,82.02,Food,FALSE,0.6125,0.567567568,0.32,2.041822205,0.217696447,0.782303553,0.526721158
Kraft Paper,44.13,6.93,100,68,74,53.8,Food,FALSE,0.2625,1,0.74,1.219125284,0.216832234,0.783167766,0.828166942
Kraft Paper,11.59,10.51,57,92,100,57.94,Food,FALSE,0.3625,0.418918919,1,4.999136756,0.220803001,0.779196999,0.679849925
Kraft Paper,37.12,8.03,57,95,55,117.87,Food,FALSE,0.375,0.418918919,0.55,3.17537707,0.218887206,0.781112794,0.587203874
Bamboo Fiber,54.83,6.38,86,98,33,66.58,Food,FALSE,0.3875,0.810810811,0.33,1.214298719,0.216827164,0.783172836,0.658161452
Bamboo Fiber,54.93,2.38,93,37,89,55.41,Food,FALSE,0.133333333,0.905405405,0.89,1.008738376,0.21661123,0.78338877,0.862135481
HDPE (Recycled),68.95,2.21,78,176,69,72.15,Food,FALSE,0.7125,0.702702703,0.69,1.046410427,0.216650803,0.783349197,0.61652311
Recycled Paper,25.61,5.79,100,182,58,56.76,Food,FALSE,0.7375,1,0.58,2.216321663,0.217879753,0.782120247,0.677155062
Glassine Paper,34.3,14.67,89,98,68,93.63,Food,FALSE,0.3875,0.851351351,0.68,2.72973753,0.218419078,0.781580922,0.739925636
Palm Leaf,22.46,15.44,84,65,87,88.41,Food,FALSE,0.25,0.783783784,0.87,3.93633108,0.219686561,0.780313439,0.791713495
Palm Leaf,20.58,8.05,84,163,78,71.13,Food,FALSE,0.658333333,0.783783784,0.78,3.456268054,0.219182272,0.780817728,0.671756234
Kraft Paper,36.73,7.37,70,115,65,3.8,Food,FALSE,0.458333333,0.594594595,0.65,0.103457661,0.215660265,0.784339735,0.639879979
Kraft Paper,41.83,6.1,83,70,69,109.24,Food,FALSE,0.270833333,0.77027027,0.69,2.611522768,0.218294898,0.781705102,0.746799023
Cornstarch Polymer,27.5,0.49,99,119,67,118.39,Food,FALSE,0.475,0.986486486,0.67,4.305090753,0.22007393,0.77992607,0.756177463
Palm Leaf,22.19,4.98,61,158,63,57.6,Food,FALSE,0.6375,0.472972973,0.63,2.595763741,0.218278343,0.781721657,0.553947306
HDPE (Recycled),60.51,5.1,58,24,100,38.04,Food,FALSE,0.079166667,0.432432432,1,0.62865641,0.216211967,0.783788033,0.755885071
Jute Fiber,46.36,12.85,61,80,77,36.41,Food,FALSE,0.3125,0.472972973,0.77,0.785375307,0.216376595,0.783623405,0.663672743
Bagasse (Sugarcane),23.87,8.78,99,66,76,84.31,Food,FALSE,0.254166667,0.986486486,0.76,3.532048449,0.219261877,0.780738123,0.82958881
Kraft Paper,53.72,11.78,62,104,56,37.29,Food,FALSE,0.4125,0.486486486,0.56,0.694154864,0.216280771,0.783719229,0.600750753
Corrugated Cardboard,41.19,10.29,75,57,79,46.62,Food,FALSE,0.216666667,0.662162162,0.79,1.131828086,0.216740531,0.783259469,0.748296849
Paperboard,33.84,9.82,88,126,80,113.2,Food,FALSE,0.504166667,0.837837838,0.8,3.345153565,0.219065551,0.780934449,0.730543297
Recycled Paper,29.07,5.7,94,58,76,21.75,Food,FALSE,0.220833333,0.918918919,0.76,0.748193989,0.216337537,0.783662463,0.818382958
Cellulose Film,32.8,12.93,80,35,63,99.85,Food,FALSE,0.125,0.72972973,0.63,3.044207224,0.218749417,0.781250583,0.758981565
Cornstarch Polymer,29.27,9.45,93,97,93,43.85,Food,FALSE,0.383333333,0.905405405,0.93,1.498120892,0.217125309,0.782874691,0.807506961
Cellulose Film,33.32,9.63,37,132,61,136.85,Food,FALSE,0.529166667,0.148648649,0.61,4.107142734,0.219865993,0.780134007,0.47933643
Jute Fiber,61.72,4.08,85,106,99,57.83,Food,FALSE,0.420833333,0.797297297,0.99,0.936973413,0.216535843,0.783464157,0.777846895
Hemp Fiber,61.14,15.64,80,75,82,72.46,Food,FALSE,0.291666667,0.72972973,0.82,1.185148819,0.216796543,0.783203457,0.755803117
Bamboo Fiber,58.92,9.82,85,91,62,90.12,Food,FALSE,0.358333333,0.797297297,0.62,1.529531542,0.217158304,0.782841696,0.71931628
Starch Foam,8.6,13.98,100,118,60,11.29,Food,FALSE,0.470833333,1,0.6,1.312790545,0.216930626,0.783069374,0.74805901
Palm Leaf,29.61,10.82,79,180,35,84.17,Food,FALSE,0.729166667,0.716216216,0.35,2.84262064,0.218537658,0.781462342,0.547938784
Bamboo Fiber,55.26,2.71,87,76,57,57.14,Food,FALSE,0.295833333,0.824324324,0.57,1.034020973,0.216637788,0.783362212,0.733179517
Jute Fiber,63.32,8.34,83,91,71,63.17,Food,FALSE,0.358333333,0.77027027,0.71,0.997631064,0.216599562,0.783400438,0.729347857
Kraft Paper,34.3,4.75,69,140,66,98.8,Food,FALSE,0.5625,0.581081081,0.66,2.880466388,0.218577413,0.781422587,0.611054971
Mushroom Packaging,18.49,17.26,93,96,81,51.87,Food,FALSE,0.379166667,0.905405405,0.81,2.805300011,0.218498454,0.781501546,0.784205342
Jute Fiber,64.85,13.38,54,73,100,65.82,Food,FALSE,0.283333333,0.378378378,1,1.014957579,0.216617763,0.783382237,0.688525739
Jute Fiber,56.16,7.67,85,94,66,126.46,Food,FALSE,0.370833333,0.797297297,0.66,2.251780587,0.217917001,0.782082999,0.724001606
HDPE (Recycled),72.29,14.89,98,85,100,3.88,Food,FALSE,0.333333333,0.972972973,1,0.053672706,0.215607967,0.784392033,0.854656567
Corrugated Cardboard,48.79,14.04,74,115,61,90.97,Food,FALSE,0.458333333,0.648648649,0.61,1.86452138,0.217510199,0.782489801,0.647633711
Cornstarch Polymer,14.16,5.34,83,123,69,79.66,Food,FALSE,0.491666667,0.77027027,0.69,5.625705817,0.221461189,0.778538811,0.690799117
Bagasse (Sugarcane),6.38,6.54,99,113,59,43.02,Food,FALSE,0.45,0.986486486,0.59,6.742945652,0.22263481,0.77736519,0.745787243
Starch Foam,32.61,8.68,61,76,73,92.94,Food,FALSE,0.295833333,0.472972973,0.73,2.850045911,0.218545458,0.781454542,0.659297194
Hemp Fiber,54.83,12.98,76,144,92,102.78,Food,FALSE,0.579166667,0.675675676,0.92,1.874521213,0.217520704,0.782479296,0.68753086
Hemp Fiber,49.89,19.12,60,151,82,80.79,Food,FALSE,0.608333333,0.459459459,0.82,1.619362565,0.217252669,0.782747331,0.595441337
Bamboo Fiber,62.83,13.89,82,43,73,32.02,Food,FALSE,0.158333333,0.756756757,0.73,0.50962915,0.216086933,0.783913067,0.77942196
Starch Foam,16.95,15.22,100,104,66,109.13,Food,FALSE,0.4125,1,0.66,6.438347703,0.222314841,0.777685159,0.77329629
Glassine Paper,50,12.39,67,142,81,72.4,Food,FALSE,0.570833333,0.554054054,0.81,1.447999971,0.217072658,0.782927342,0.631239718
Cornstarch Polymer,25.47,9.7,94,22,51,128.64,Food,FALSE,0.070833333,0.918918919,0.51,5.050647623,0.220857111,0.779142889,0.804753065
Kraft Paper,52.41,9.16,79,118,79,45.56,Food,FALSE,0.470833333,0.716216216,0.79,0.869299735,0.216464754,0.783535246,0.701040343
Paperboard,26.14,12.55,78,221,58,46.51,Food,FALSE,0.9,0.702702703,0.58,1.779265425,0.217420641,0.782579359,0.547455651
Cornstarch Polymer,20.9,12.24,94,120,72,33.98,Food,FALSE,0.479166667,0.918918919,0.72,1.625837243,0.21725947,0.78274053,0.745569141
Cellulose Film,30.39,9.82,80,128,79,58.66,Food,FALSE,0.5125,0.72972973,0.79,1.930240147,0.217579234,0.782420766,0.69439911
Kraft Paper,34.3,11.74,100,123,56,35.42,Food,FALSE,0.491666667,1,0.56,1.032653031,0.216636351,0.783363649,0.734924246
Bagasse (Sugarcane),8.81,5.87,73,182,100,62.52,Food,FALSE,0.7375,0.635135135,1,7.096480466,0.223006186,0.776993814,0.650413994
PLA Bioplastic,20.3,4.88,60,69,73,80,Food,FALSE,0.266666667,0.459459459,0.73,3.940886505,0.219691347,0.780308653,0.662248334
Cellulose Film,17.8,0.64,56,112,100,90.79,Food,FALSE,0.445833333,0.405405405,1,5.100561511,0.220909544,0.779090456,0.654935902
Mushroom Packaging,12.37,10.34,67,138,46,104.5,Food,FALSE,0.554166667,0.554054054,0.46,8.447857037,0.224425759,0.775574241,0.56356811
PLA Bioplastic,17.68,11.27,97,164,91,85.38,Food,FALSE,0.6625,0.959459459,0.91,4.829185247,0.220624473,0.779375527,0.74905672
Cotton Padding,30.65,14.64,77,79,98,30.66,Food,FALSE,0.308333333,0.689189189,0.98,1.000326232,0.216602393,0.783397607,0.771522825
HDPE (Recycled),67.23,8.18,78,71,100,3.22,Food,FALSE,0.275,0.702702703,1,0.047895284,0.215601898,0.784398102,0.788160336
PLA Bioplastic,24.76,6.47,79,115,79,26.21,Food,FALSE,0.458333333,0.716216216,0.79,1.058562154,0.216663568,0.783336432,0.70411564
PLA-coated Paper,40.03,5.7,100,106,47,72.91,Food,FALSE,0.420833333,1,0.47,1.821383917,0.217464885,0.782535115,0.734425445
Bagasse (Sugarcane),24.58,13.55,77,158,39,45.08,Food,FALSE,0.6375,0.689189189,0.39,1.834011317,0.21747815,0.78252185,0.571012219
Bamboo Fiber,64.51,3.99,97,134,61,109.29,Food,FALSE,0.5375,0.959459459,0.61,1.694155919,0.217331236,0.782668764,0.721130029
Wheat Straw,31.99,9.64,68,110,69,108.13,Food,FALSE,0.4375,0.567567568,0.69,3.380118681,0.21910228,0.78089772,0.6441197
Bamboo Fiber,51.31,1.34,73,128,98,90.02,Food,FALSE,0.5125,0.635135135,0.98,1.754433799,0.217394556,0.782605444,0.704066901
Cellulose Film,10.33,9.47,100,46,49,78.13,Food,FALSE,0.170833333,1,0.49,7.563406819,0.223496675,0.776503325,0.799417498
Recycled Paper,21.99,8.05,100,74,49,86.43,Food,FALSE,0.2875,1,0.49,3.930422741,0.219680355,0.780319645,0.771204911
Glassine Paper,52.18,9.82,50,83,30,88.32,Food,FALSE,0.325,0.324324324,0.3,1.692602497,0.217329605,0.782670395,0.521714896
Corrugated Cardboard,44.15,7.84,51,36,87,80.6,Food,FALSE,0.129166667,0.337837838,0.87,1.825594523,0.217469308,0.782530692,0.688692358
Paperboard,50.99,15.71,98,48,68,79.69,Food,FALSE,0.179166667,0.972972973,0.68,1.562855431,0.21719331,0.78280669,0.828801898
Mushroom Packaging,28.97,22.32,58,146,90,116.61,Food,FALSE,0.5875,0.432432432,0.9,4.025198342,0.219779913,0.780220087,0.607909751
Bagasse (Sugarcane),29.28,8.34,52,46,44,48.1,Food,FALSE,0.170833333,0.351351351,0.44,1.642759507,0.217277246,0.782722754,0.59637776
Mushroom Packaging,25.51,6.89,84,65,48,51.6,Food,FALSE,0.25,0.783783784,0.48,2.022736103,0.217676398,0.782323602,0.714216036
Cotton Padding,36.64,10.53,75,103,93,52.73,Food,FALSE,0.408333333,0.662162162,0.93,1.439137515,0.217063349,0.782936651,0.728299478
Seaweed-based,37.4,2.97,93,113,85,72.63,Food,FALSE,0.45,0.905405405,0.85,1.941978558,0.217591565,0.782408435,0.77472373
Cellulose Film,33.82,10.71,70,156,62,65.36,Food,FALSE,0.629166667,0.594594595,0.62,1.932584213,0.217581697,0.782418303,0.590691288
Kraft Paper,47.68,8.57,77,95,62,16.96,Food,FALSE,0.375,0.689189189,0.62,0.355704691,0.215925241,0.784074759,0.683025446
