ProductID,ProductName,ProductCategory,Weight_g,FragilityLevel,Dimensions_cm,MaterialType,SustainabilityScore,Material_Type_ID,Strength_mpa,Weight_Capacity_kg,Biodegradability_Score,CO2_Emission_Score,Recyclability_Percent,SuggestedEcoMaterial,CostPerPackage
PROD-0177,Tablet Model 500,Tablet,616.27,3,29x39x7,Composite,64.97,3,17.73,1.77,1.97,23.58,95.13,Molded Pulp,88.48
PROD-0178,Smartphone Model 787,Smartphone,2171.74,3,49x24x16,Composite,40.54,4,413.75,41.38,7.26,85.09,19.15,Bio-Polymer,207.36
PROD-0179,Smartwatch Model 982,Smartwatch,851.07,4,40x11x19,Cardboard,82.14,2,440.61,44.06,7.61,33.81,86.18,Bio-Polymer,156.72
PROD-0180,Camera Model 474,Camera,982.83,2,25x26x8,Composite,11.3,3,344.12,34.41,1.1,94.67,11.48,Bio-Polymer,123.75
PROD-0181,Camera Model 849,Camera,2542.66,5,16x15x13,Cardboard,65.92,4,275.12,27.51,3.43,29.88,86.97,Molded Pulp,239.18
PROD-0182,Camera Model 137,Camera,1455.15,1,30x34x16,Cardboard,43.28,4,480.76,48.08,1.83,49.32,59.94,Molded Pulp,145.63
PROD-0183,Camera Model 464,Camera,2025.78,5,12x22x11,Aluminum,90.92,2,68.78,6.88,9.98,29.65,84.97,Recycled PET,194.24
PROD-0184,Tablet Model 537,Tablet,1237.0,1,12x39x13,Aluminum,77.4,2,371.58,37.16,6.34,32.91,86.73,Bio-Polymer,124.01
PROD-0185,Tablet Model 126,Tablet,929.12,5,7x24x19,Composite,56.55,2,72.9,7.29,5.19,52.82,59.64,Bio-Polymer,137.94
PROD-0186,Laptop Model 376,Laptop,1895.16,3,16x28x17,Composite,75.73,1,197.1,19.71,5.17,24.8,91.77,Molded Pulp,169.09
PROD-0187,Camera Model 708,Camera,506.83,2,14x23x10,Aluminum,73.86,3,296.89,29.69,9.68,54.58,58.54,Bio-Polymer,94.94
PROD-0188,Smartwatch Model 978,Smartwatch,1150.35,3,18x18x5,Composite,70.51,4,371.17,37.12,6.94,40.84,71.26,Molded Pulp,148.89
PROD-0189,Smartphone Model 552,Smartphone,666.66,2,38x22x3,Aluminum,35.04,1,11.82,1.18,2.52,63.17,41.61,Recycled PET,74.06
PROD-0190,Smartwatch Model 928,Smartwatch,2102.6,4,22x35x11,Plastic,74.98,2,137.69,13.77,5.03,22.86,91.41,Recycled PET,187.9
PROD-0191,Tablet Model 615,Tablet,2835.42,1,24x14x4,Composite,81.32,3,273.72,27.37,7.97,31.18,82.42,Recycled PET,193.72
PROD-0192,Tablet Model 291,Tablet,2986.76,1,25x14x8,Cardboard,29.24,3,271.11,27.11,4.81,88.98,16.67,Molded Pulp,202.61
PROD-0193,Smartphone Model 611,Smartphone,1378.32,4,26x27x13,Plastic,49.73,1,322.44,32.24,3.79,53.48,57.64,Molded Pulp,171.21
PROD-0194,Smartphone Model 271,Smartphone,794.96,5,43x17x9,Plastic,93.49,4,158.89,15.89,9.92,28.19,89.68,Bio-Polymer,143.1
PROD-0195,Smartwatch Model 257,Smartwatch,1356.35,4,17x37x17,Composite,85.27,1,274.86,27.49,9.42,36.93,79.31,Recycled PET,164.54
PROD-0196,Headphones Model 145,Headphones,2549.44,4,32x23x14,Aluminum,95.65,3,103.0,10.3,9.47,20.97,96.26,Molded Pulp,208.26
PROD-0197,Headphones Model 617,Headphones,657.72,2,33x11x16,Cardboard,22.62,4,101.57,10.16,2.19,80.54,23.13,Recycled PET,83.26
PROD-0198,Tablet Model 991,Tablet,2858.68,4,30x10x5,Aluminum,34.48,1,292.52,29.25,3.11,69.84,36.75,Recycled PET,242.84
PROD-0199,Smartphone Model 136,Smartphone,1058.5,1,27x15x3,Composite,50.35,1,345.88,34.59,4.98,57.56,50.72,Recycled PET,111.91
PROD-0200,Headphones Model 596,Headphones,2958.12,3,48x39x18,Aluminum,47.92,2,69.0,6.9,8.49,80.41,23.27,Bio-Polymer,209.44
PROD-0201,Camera Model 280,Camera,2523.9,2,35x33x7,Composite,54.17,3,70.17,7.02,7.63,68.23,39.4,Molded Pulp,173.62
PROD-0202,Tablet Model 799,Tablet,2435.28,2,40x35x9,Composite,66.84,2,287.0,28.7,8.65,56.5,53.75,Molded Pulp,189.96
PROD-0203,Smartphone Model 215,Smartphone,987.82,5,24x26x4,Cardboard,48.63,2,142.35,14.23,9.29,85.56,19.13,Molded Pulp,146.85
PROD-0204,Headphones Model 260,Headphones,75.89,3,12x23x16,Composite,47.51,4,202.28,20.23,8.03,78.49,25.67,Bio-Polymer,80.33
PROD-0205,Tablet Model 227,Tablet,1177.29,2,43x35x4,Cardboard,20.91,4,206.37,20.64,3.36,93.1,12.48,Bio-Polymer,120.39
PROD-0206,Laptop Model 892,Laptop,940.34,4,36x14x17,Plastic,57.08,3,97.49,9.75,3.57,40.86,71.34,Bio-Polymer,126.35
PROD-0207,Laptop Model 834,Laptop,160.32,2,44x35x3,Aluminum,38.38,4,10.64,1.06,4.17,70.02,36.16,Bio-Polymer,49.3
PROD-0208,Camera Model 669,Camera,1540.83,2,9x15x8,Composite,28.13,3,428.04,42.8,3.73,83.17,22.03,Molded Pulp,160.85
PROD-0209,Tablet Model 971,Tablet,1238.94,2,12x21x13,Aluminum,43.41,4,360.35,36.04,3.24,60.65,50.73,Bio-Polymer,139.33
PROD-0210,Camera Model 891,Camera,1921.94,5,43x18x19,Aluminum,35.18,2,348.36,34.84,7.77,92.13,6.82,Molded Pulp,216.04
PROD-0211,Laptop Model 387,Laptop,1882.5,2,19x8x14,Cardboard,60.63,3,277.79,27.78,1.31,25.92,92.34,Recycled PET,161.32
PROD-0212,Camera Model 762,Camera,406.2,2,9x35x13,Aluminum,47.89,2,353.48,35.35,7.56,78.04,29.45,Molded Pulp,97.12
PROD-0213,Laptop Model 738,Laptop,2932.05,5,34x14x13,Aluminum,86.84,4,468.49,46.85,8.41,25.88,88.65,Recycled PET,278.55
PROD-0214,Tablet Model 589,Tablet,601.45,3,10x31x13,Aluminum,36.23,2,336.18,33.62,1.59,60.01,49.76,Bio-Polymer,118.54
PROD-0215,Laptop Model 884,Laptop,1363.56,1,49x25x18,Composite,57.24,4,139.89,13.99,1.56,29.01,85.02,Recycled PET,107.43
PROD-0216,Smartphone Model 492,Smartphone,1489.95,5,14x9x6,Aluminum,29.1,1,289.57,28.96,3.57,78.61,24.71,Bio-Polymer,189.61
PROD-0217,Tablet Model 345,Tablet,2448.54,5,12x34x18,Plastic,22.02,2,226.74,22.67,2.87,86.15,17.53,Molded Pulp,230.06
PROD-0218,Headphones Model 781,Headphones,342.73,2,7x25x17,Cardboard,75.89,3,282.65,28.26,6.23,31.61,84.94,Molded Pulp,86.39
PROD-0219,Laptop Model 966,Laptop,1314.5,2,36x31x7,Plastic,41.09,2,263.63,26.36,7.08,80.68,21.29,Bio-Polymer,131.88
PROD-0220,Laptop Model 507,Laptop,1904.08,1,46x20x14,Cardboard,71.6,2,430.8,43.08,6.71,42.75,74.62,Molded Pulp,163.89
PROD-0221,Headphones Model 927,Headphones,684.71,2,7x24x9,Aluminum,37.54,3,329.38,32.94,4.22,71.77,34.46,Recycled PET,106.23
PROD-0222,Laptop Model 924,Laptop,1901.03,4,11x15x4,Cardboard,66.83,3,102.49,10.25,5.49,41.24,74.82,Recycled PET,176.37
PROD-0223,Smartwatch Model 784,Smartwatch,2774.81,2,25x36x8,Composite,81.5,1,40.88,4.09,6.76,30.39,90.76,Recycled PET,182.15
PROD-0224,Smartwatch Model 420,Smartwatch,2992.68,2,15x21x19,Composite,67.2,4,217.94,21.79,2.07,20.12,98.16,Bio-Polymer,211.89
PROD-0225,Camera Model 499,Camera,145.73,4,29x13x14,Plastic,33.85,4,17.65,1.76,3.07,72.45,35.98,Recycled PET,77.56
PROD-0226,Camera Model 982,Camera,744.99,1,33x19x16,Composite,58.11,3,165.97,16.6,9.01,71.43,36.75,Recycled PET,78.87
PROD-0227,Smartwatch Model 453,Smartwatch,965.41,4,43x39x9,Aluminum,75.21,2,190.33,19.03,4.08,18.71,98.14,Recycled PET,137.49
PROD-0228,Laptop Model 899,Laptop,1227.42,5,17x20x4,Plastic,84.53,4,194.04,19.4,8.21,33.49,86.15,Recycled PET,165.09
PROD-0229,Camera Model 150,Camera,764.66,4,35x5x4,Plastic,15.74,3,489.88,48.99,3.26,96.59,4.51,Recycled PET,157.11
PROD-0230,Smartphone Model 797,Smartphone,650.29,3,20x5x19,Plastic,39.91,3,158.91,15.89,1.37,53.06,57.34,Recycled PET,103.67
PROD-0231,Camera Model 224,Camera,2865.93,5,18x11x4,Composite,32.89,1,139.96,14.0,5.5,82.26,18.12,Bio-Polymer,242.86
PROD-0232,Camera Model 413,Camera,2759.64,2,33x26x17,Cardboard,95.77,2,73.4,7.34,9.03,17.93,99.4,Recycled PET,185.42
PROD-0233,Laptop Model 441,Laptop,188.63,5,33x10x19,Composite,41.83,1,260.39,26.04,8.37,88.67,13.89,Bio-Polymer,121.8
PROD-0234,Smartphone Model 791,Smartphone,1049.5,1,33x29x14,Plastic,46.67,1,85.3,8.53,3.28,52.58,55.93,Bio-Polymer,87.16
PROD-0235,Laptop Model 937,Laptop,1245.19,1,6x36x5,Cardboard,76.67,2,311.98,31.2,9.19,48.05,66.52,Bio-Polymer,118.43
PROD-0236,Camera Model 543,Camera,755.09,4,36x24x6,Plastic,77.49,3,86.03,8.6,5.32,24.28,93.71,Recycled PET,115.03
PROD-0237,Headphones Model 363,Headphones,1905.18,5,46x37x6,Plastic,56.6,2,292.57,29.26,1.44,29.1,84.73,Recycled PET,209.03
PROD-0238,Headphones Model 671,Headphones,1939.12,2,10x26x12,Cardboard,19.75,1,414.87,41.49,1.25,79.01,24.58,Bio-Polymer,176.21
PROD-0239,Smartwatch Model 719,Smartwatch,2558.99,1,19x38x16,Cardboard,55.82,1,30.84,3.08,5.37,52.06,57.26,Bio-Polymer,155.85
PROD-0240,Headphones Model 202,Headphones,2235.56,2,11x21x13,Plastic,80.88,2,215.68,21.57,5.92,21.27,95.36,Recycled PET,174.75
PROD-0241,Smartwatch Model 873,Smartwatch,1650.59,3,48x9x8,Plastic,51.02,1,235.91,23.59,1.72,36.71,73.57,Molded Pulp,161.91
PROD-0242,Headphones Model 983,Headphones,1978.08,1,6x31x14,Composite,78.5,3,397.63,39.76,9.3,45.13,68.83,Molded Pulp,163.75
PROD-0243,Camera Model 146,Camera,858.27,4,28x32x16,Composite,75.15,3,239.28,23.93,7.46,37.7,75.49,Molded Pulp,136.11
PROD-0244,Tablet Model 922,Tablet,1799.52,3,5x25x4,Composite,52.2,2,288.09,28.81,8.21,77.95,32.25,Recycled PET,173.91
PROD-0245,Smartwatch Model 755,Smartwatch,1493.22,5,34x5x14,Aluminum,68.78,2,397.69,39.77,6.26,43.64,72.93,Bio-Polymer,201.56
PROD-0246,Headphones Model 469,Headphones,443.37,2,49x22x18,Plastic,41.86,3,284.28,28.43,6.97,84.63,23.29,Molded Pulp,92.08
PROD-0247,Smartwatch Model 205,Smartwatch,765.51,1,37x19x5,Composite,43.65,4,185.57,18.56,4.49,67.18,42.81,Bio-Polymer,81.68
PROD-0248,Camera Model 758,Camera,910.5,3,38x30x9,Plastic,81.85,4,52.06,5.21,7.11,27.64,88.99,Recycled PET,104.25
PROD-0249,Smartphone Model 219,Smartphone,2776.71,3,26x20x9,Aluminum,40.35,4,367.66,36.77,9.8,99.13,1.9,Bio-Polymer,232.81
PROD-0250,Tablet Model 703,Tablet,729.64,1,46x20x6,Composite,52.18,2,436.86,43.69,6.83,66.25,41.43,Molded Pulp,104.44
PROD-0251,Laptop Model 445,Laptop,903.27,5,10x28x6,Composite,32.31,3,485.33,48.53,4.07,79.34,26.68,Recycled PET,179.23
PROD-0252,Headphones Model 573,Headphones,1139.59,5,36x23x14,Plastic,26.18,3,464.03,46.4,3.57,85.9,19.86,Bio-Polymer,186.82
PROD-0253,Headphones Model 929,Headphones,2008.04,4,32x12x12,Plastic,88.99,3,400.73,40.07,9.67,34.11,83.86,Recycled PET,210.15
PROD-0254,Smartphone Model 740,Smartphone,398.8,5,5x8x14,Cardboard,52.45,3,325.3,32.53,2.67,44.3,69.65,Molded Pulp,135.91
PROD-0255,Laptop Model 733,Laptop,2864.14,4,43x31x8,Cardboard,39.78,2,392.92,39.29,8.26,91.12,11.26,Molded Pulp,251.34
PROD-0256,Smartphone Model 850,Smartphone,2603.44,3,42x12x13,Composite,50.42,3,221.72,22.17,5.19,60.88,49.45,Molded Pulp,206.42
PROD-0257,Laptop Model 195,Laptop,1752.79,1,28x22x16,Cardboard,47.99,3,301.44,30.14,4.99,64.86,46.69,Recycled PET,143.26
PROD-0258,Camera Model 217,Camera,2038.41,5,20x37x11,Composite,39.46,1,180.86,18.09,7.73,87.62,14.25,Recycled PET,204.91
PROD-0259,Smartphone Model 587,Smartphone,99.15,4,28x23x14,Plastic,57.32,1,170.09,17.01,2.33,35.5,79.98,Molded Pulp,94.68
PROD-0260,Headphones Model 984,Headphones,1049.89,3,45x35x17,Cardboard,42.79,1,380.78,38.08,5.2,69.65,36.67,Recycled PET,146.71
PROD-0261,Smartphone Model 371,Smartphone,2397.2,5,27x18x10,Composite,51.01,1,232.43,23.24,1.32,39.32,76.19,Recycled PET,229.26
PROD-0262,Headphones Model 803,Headphones,278.57,2,22x16x6,Plastic,39.66,2,113.96,11.4,7.03,85.91,19.21,Molded Pulp,65.83
PROD-0263,Headphones Model 889,Headphones,882.83,3,15x9x8,Composite,25.01,4,108.95,10.89,1.53,75.39,31.51,Molded Pulp,110.31
PROD-0264,Headphones Model 346,Headphones,1776.63,5,40x31x7,Aluminum,12.85,1,430.99,43.1,1.79,92.27,9.52,Bio-Polymer,218.12
PROD-0265,Tablet Model 175,Tablet,806.42,3,42x8x15,Cardboard,43.02,1,342.1,34.21,8.6,90.67,14.35,Molded Pulp,127.15
PROD-0266,Laptop Model 755,Laptop,2805.24,1,39x14x7,Aluminum,72.94,1,277.56,27.76,4.99,27.76,88.32,Recycled PET,192.4
PROD-0267,Tablet Model 185,Tablet,436.62,1,34x13x17,Plastic,17.78,2,206.46,20.65,2.81,88.27,10.91,Bio-Polymer,66.12
PROD-0268,Smartphone Model 384,Smartphone,2402.31,1,8x30x12,Composite,31.08,4,221.1,22.11,6.33,92.98,9.57,Recycled PET,165.34
PROD-0269,Camera Model 319,Camera,1548.45,2,32x36x11,Composite,79.12,3,38.14,3.81,5.67,24.69,94.04,Bio-Polymer,120.47
PROD-0270,Headphones Model 146,Headphones,2263.48,1,43x11x19,Plastic,57.55,1,232.91,23.29,4.7,47.99,64.59,Recycled PET,160.32
PROD-0271,Smartphone Model 193,Smartphone,966.61,2,7x24x3,Aluminum,42.65,4,399.77,39.98,9.15,89.29,10.09,Bio-Polymer,129.5
PROD-0272,Camera Model 552,Camera,1567.74,1,34x13x11,Composite,89.28,3,200.11,20.01,7.75,22.66,97.17,Bio-Polymer,123.49
PROD-0273,Smartwatch Model 317,Smartwatch,2577.66,3,10x21x16,Aluminum,18.28,1,197.95,19.8,2.36,91.82,14.71,Recycled PET,201.67
PROD-0274,Laptop Model 531,Laptop,1427.29,5,37x17x11,Aluminum,70.53,2,17.7,1.77,6.14,36.03,76.63,Bio-Polymer,158.45
PROD-0275,Headphones Model 650,Headphones,1111.17,5,48x26x17,Aluminum,9.29,2,234.34,23.43,1.8,96.9,3.49,Recycled PET,162.98
PROD-0276,Smartwatch Model 388,Smartwatch,1631.66,1,38x7x9,Cardboard,50.28,2,22.42,2.24,3.2,50.19,62.45,Recycled PET,108.89
PROD-0277,Camera Model 833,Camera,2166.22,5,24x28x19,Aluminum,69.56,3,289.47,28.95,9.19,55.38,54.67,Bio-Polymer,222.65
PROD-0278,Headphones Model 122,Headphones,1358.51,1,27x5x3,Cardboard,33.12,2,258.32,25.83,5.16,83.69,20.8,Molded Pulp,118.01
PROD-0279,Laptop Model 621,Laptop,2819.69,1,9x22x17,Aluminum,74.7,4,421.6,42.16,9.03,47.65,64.31,Molded Pulp,208.36
PROD-0280,Camera Model 936,Camera,920.09,4,14x33x4,Aluminum,47.0,3,295.07,29.51,2.49,50.94,61.71,Molded Pulp,145.91
PROD-0281,Smartwatch Model 901,Smartwatch,1452.62,4,29x28x14,Cardboard,59.29,2,168.48,16.85,2.85,35.62,79.84,Recycled PET,159.31
PROD-0282,Smartwatch Model 322,Smartwatch,2282.94,4,25x38x19,Composite,69.25,4,262.95,26.3,4.18,28.85,87.59,Recycled PET,209.72
PROD-0283,Laptop Model 861,Laptop,2082.91,2,30x15x18,Composite,47.79,4,352.86,35.29,4.3,59.04,51.01,Molded Pulp,179.43
PROD-0284,Tablet Model 541,Tablet,2597.74,4,39x24x13,Plastic,60.25,1,56.04,5.6,7.71,61.74,49.03,Recycled PET,205.35
PROD-0285,Smartphone Model 424,Smartphone,2990.59,1,32x6x2,Plastic,62.87,1,314.33,31.43,6.39,47.16,62.16,Molded Pulp,206.28
PROD-0286,Headphones Model 615,Headphones,1309.23,3,13x26x9,Composite,67.67,4,459.15,45.91,5.98,43.05,72.92,Recycled PET,166.11
PROD-0287,Laptop Model 596,Laptop,377.9,4,31x13x8,Plastic,47.06,1,156.57,15.66,6.42,70.05,35.62,Recycled PET,103.36
PROD-0288,Smartwatch Model 995,Smartwatch,139.73,4,40x6x12,Composite,60.64,1,317.05,31.7,7.59,60.87,50.46,Recycled PET,108.52
PROD-0289,Tablet Model 951,Tablet,2194.29,3,9x21x6,Plastic,71.25,3,412.45,41.25,9.04,51.85,58.51,Molded Pulp,206.29
PROD-0290,Smartwatch Model 789,Smartwatch,2628.34,1,39x12x12,Composite,78.23,2,260.79,26.08,4.73,22.36,98.84,Bio-Polymer,182.68
PROD-0291,Tablet Model 479,Tablet,701.1,2,7x7x2,Cardboard,68.17,3,361.81,36.18,8.23,52.89,58.77,Recycled PET,111.13
PROD-0292,Smartphone Model 790,Smartphone,517.42,4,28x34x11,Plastic,35.27,3,162.4,16.24,5.46,80.21,22.42,Recycled PET,111.62
PROD-0293,Tablet Model 712,Tablet,233.51,3,30x7x14,Cardboard,65.27,1,159.97,16.0,7.5,52.08,58.8,Molded Pulp,82.13
PROD-0294,Smartwatch Model 934,Smartwatch,2476.97,1,40x16x8,Cardboard,84.66,2,337.12,33.71,8.87,36.83,81.95,Molded Pulp,182.13
PROD-0295,Smartphone Model 516,Smartphone,968.58,5,48x12x16,Cardboard,56.6,3,355.65,35.57,1.29,31.51,85.74,Recycled PET,170.07
PROD-0296,Laptop Model 142,Laptop,1235.01,2,6x15x6,Cardboard,71.69,3,469.13,46.91,5.92,35.06,80.03,Recycled PET,147.72
PROD-0297,Smartwatch Model 384,Smartwatch,1533.11,3,10x23x15,Cardboard,92.91,3,120.17,12.02,9.9,31.22,88.82,Bio-Polymer,143.76
PROD-0298,Headphones Model 111,Headphones,2526.39,3,43x24x11,Aluminum,41.95,3,239.43,23.94,5.47,74.93,33.48,Recycled PET,204.0
PROD-0299,Camera Model 997,Camera,1969.96,3,28x37x5,Cardboard,65.57,2,132.75,13.28,8.78,57.71,50.76,Recycled PET,167.54
PROD-0300,Headphones Model 598,Headphones,1864.44,4,49x10x16,Plastic,57.47,1,49.25,4.92,2.67,37.22,77.96,Recycled PET,167.61
PROD-0301,Laptop Model 134,Laptop,568.23,5,18x7x7,Cardboard,41.62,4,207.58,20.76,6.44,75.32,26.44,Bio-Polymer,133.34
PROD-0302,Smartphone Model 189,Smartphone,1563.91,2,38x13x14,Plastic,57.63,1,193.3,19.33,8.83,72.02,37.16,Recycled PET,137.74
PROD-0303,Headphones Model 701,Headphones,2160.37,1,22x26x5,Cardboard,69.4,4,142.51,14.25,4.88,33.52,83.12,Bio-Polymer,144.81
PROD-0304,Camera Model 517,Camera,2921.12,1,27x11x13,Plastic,67.73,3,155.53,15.55,5.38,39.73,77.01,Molded Pulp,185.31
PROD-0305,Tablet Model 716,Tablet,644.15,5,15x38x6,Cardboard,65.22,4,186.6,18.66,1.74,18.44,97.12,Recycled PET,136.23
PROD-0306,Smartwatch Model 925,Smartwatch,78.15,3,46x29x15,Composite,65.28,2,494.53,49.45,1.38,19.76,99.6,Recycled PET,109.38
PROD-0307,Headphones Model 725,Headphones,272.14,3,31x20x3,Aluminum,35.32,2,393.65,39.36,5.22,81.08,24.07,Recycled PET,108.42
PROD-0308,Headphones Model 174,Headphones,1158.76,3,23x27x10,Plastic,88.39,3,44.99,4.5,8.59,23.73,90.04,Recycled PET,117.58
PROD-0309,Headphones Model 475,Headphones,2470.61,3,18x30x9,Plastic,43.2,2,437.48,43.75,9.38,93.75,9.45,Bio-Polymer,224.69
PROD-0310,Smartwatch Model 828,Smartwatch,71.07,3,31x32x5,Cardboard,70.3,3,320.32,32.03,6.93,42.57,70.98,Molded Pulp,91.08
PROD-0311,Headphones Model 860,Headphones,1397.36,5,42x15x13,Plastic,46.96,4,446.39,44.64,8.44,78.88,22.01,Molded Pulp,198.46
PROD-0312,Smartwatch Model 493,Smartwatch,1021.23,4,28x32x10,Cardboard,48.47,1,177.44,17.74,7.61,74.95,30.03,Bio-Polymer,139.83
PROD-0313,Headphones Model 556,Headphones,204.82,2,22x25x4,Aluminum,86.03,1,237.61,23.76,7.31,25.21,94.63,Bio-Polymer,73.36
PROD-0314,Tablet Model 788,Tablet,1378.2,3,17x32x15,Composite,47.47,4,449.15,44.92,7.92,77.12,26.32,Bio-Polymer,168.12
PROD-0315,Tablet Model 647,Tablet,801.51,4,5x32x5,Composite,62.58,1,143.56,14.36,5.55,46.05,67.32,Bio-Polymer,123.05
PROD-0316,Laptop Model 195,Laptop,1088.06,1,15x8x3,Aluminum,31.17,3,458.6,45.86,5.12,84.88,17.81,Recycled PET,124.85
PROD-0317,Camera Model 835,Camera,2131.57,5,5x14x18,Cardboard,15.33,4,415.96,41.6,2.43,88.54,9.34,Recycled PET,231.95
PROD-0318,Headphones Model 879,Headphones,1588.58,4,11x17x2,Cardboard,54.74,3,490.47,49.05,8.59,74.1,33.93,Bio-Polymer,199.03
PROD-0319,Smartphone Model 794,Smartphone,417.71,3,32x37x14,Aluminum,43.06,1,168.89,16.89,1.4,51.68,62.42,Recycled PET,92.65
PROD-0320,Headphones Model 378,Headphones,2886.17,3,5x29x11,Plastic,28.5,3,125.52,12.55,3.41,82.46,24.79,Recycled PET,210.5
PROD-0321,Smartphone Model 966,Smartphone,1925.94,3,25x37x6,Plastic,40.73,2,172.12,17.21,5.68,76.0,30.02,Molded Pulp,168.43
PROD-0322,Smartphone Model 897,Smartphone,2309.31,4,38x7x4,Plastic,81.5,1,477.78,47.78,9.74,44.27,70.87,Recycled PET,234.24
PROD-0323,Smartphone Model 980,Smartphone,283.68,3,22x27x9,Aluminum,38.46,2,173.21,17.32,8.07,88.55,10.28,Molded Pulp,88.13
PROD-0324,Camera Model 695,Camera,188.82,4,13x6x3,Composite,44.09,2,286.95,28.7,4.32,64.73,44.69,Recycled PET,106.35
PROD-0325,Smartphone Model 441,Smartphone,107.37,3,31x9x2,Composite,86.21,4,207.8,20.78,7.43,24.03,94.17,Molded Pulp,80.37
PROD-0326,Headphones Model 798,Headphones,606.94,1,26x14x14,Composite,61.35,4,204.15,20.41,9.38,68.09,39.7,Molded Pulp,74.47
PROD-0327,Tablet Model 276,Tablet,1272.5,1,28x19x2,Cardboard,49.45,3,104.76,10.48,5.85,63.03,43.42,Molded Pulp,99.45
PROD-0328,Smartwatch Model 495,Smartwatch,2810.69,2,27x18x19,Aluminum,64.92,3,273.17,27.32,5.16,43.19,73.82,Molded Pulp,206.44
PROD-0329,Headphones Model 332,Headphones,1398.33,3,29x26x13,Plastic,70.65,1,426.21,42.62,5.98,34.38,77.9,Bio-Polymer,168.6
PROD-0330,Tablet Model 175,Tablet,906.25,3,48x11x14,Composite,61.39,3,34.25,3.42,3.8,38.98,76.96,Recycled PET,104.94
PROD-0331,Smartphone Model 554,Smartphone,1707.71,4,45x10x8,Composite,96.54,3,445.72,44.57,9.17,18.34,99.79,Bio-Polymer,200.78
PROD-0332,Smartwatch Model 817,Smartwatch,380.21,4,22x19x9,Composite,36.99,4,336.08,33.61,8.18,98.52,7.15,Recycled PET,121.9
PROD-0333,Smartwatch Model 950,Smartwatch,1848.04,3,20x7x14,Cardboard,88.33,4,312.2,31.22,7.35,22.81,98.23,Bio-Polymer,177.97
PROD-0334,Laptop Model 466,Laptop,1726.87,2,13x30x17,Cardboard,82.22,2,316.69,31.67,6.3,23.93,95.02,Recycled PET,157.56
PROD-0335,Headphones Model 168,Headphones,2386.38,3,8x23x3,Plastic,90.03,3,155.17,15.52,9.73,29.77,85.21,Bio-Polymer,190.94
PROD-0336,Tablet Model 495,Tablet,2960.73,4,10x19x11,Composite,41.96,4,213.42,21.34,3.68,65.45,45.41,Bio-Polymer,237.68
PROD-0337,Smartphone Model 990,Smartphone,790.08,3,46x10x13,Composite,66.45,1,401.65,40.17,3.55,23.8,87.09,Molded Pulp,135.06
PROD-0338,Headphones Model 583,Headphones,1553.49,4,44x10x16,Composite,25.97,3,160.13,16.01,3.18,83.1,22.08,Bio-Polymer,162.75
PROD-0339,Headphones Model 250,Headphones,2731.15,3,33x29x15,Cardboard,78.2,1,240.31,24.03,7.68,37.69,79.17,Molded Pulp,215.17
PROD-0340,Smartphone Model 138,Smartphone,2366.31,5,7x18x8,Plastic,43.82,2,19.62,1.96,8.18,86.08,18.52,Molded Pulp,206.01
PROD-0341,Headphones Model 792,Headphones,1487.85,4,43x25x12,Aluminum,74.42,2,369.44,36.94,6.37,36.45,81.54,Bio-Polymer,179.82
PROD-0342,Laptop Model 285,Laptop,2838.85,2,14x19x13,Cardboard,64.34,4,214.67,21.47,6.87,49.71,61.45,Recycled PET,203.13
PROD-0343,Camera Model 322,Camera,218.85,5,21x33x18,Composite,22.44,4,267.43,26.74,4.14,93.26,9.8,Bio-Polymer,122.56
PROD-0344,Laptop Model 232,Laptop,2796.45,3,37x25x16,Plastic,59.15,2,66.2,6.62,1.36,27.03,89.53,Molded Pulp,201.4
PROD-0345,Tablet Model 314,Tablet,199.0,4,18x14x11,Plastic,47.81,1,495.94,49.59,3.28,52.1,57.8,Molded Pulp,129.44
PROD-0346,Headphones Model 334,Headphones,1664.55,5,27x18x16,Aluminum,64.41,2,158.21,15.82,6.26,45.44,65.62,Bio-Polymer,184.61
PROD-0347,Tablet Model 757,Tablet,2676.8,2,26x32x16,Composite,50.28,2,321.14,32.11,8.32,76.82,28.35,Bio-Polymer,205.5
PROD-0348,Smartwatch Model 108,Smartwatch,825.03,4,13x27x8,Cardboard,84.28,4,294.81,29.48,7.99,32.49,87.16,Bio-Polymer,141.1
PROD-0349,Laptop Model 591,Laptop,1443.13,5,28x13x7,Cardboard,43.17,3,394.7,39.47,2.62,59.81,54.52,Bio-Polymer,196.96
PROD-0350,Smartphone Model 352,Smartphone,1006.77,5,11x27x15,Cardboard,31.12,4,153.98,15.4,1.46,65.77,42.11,Recycled PET,151.02
PROD-0351,Camera Model 618,Camera,2858.82,5,26x11x7,Composite,66.68,4,380.4,38.04,8.66,55.97,53.43,Molded Pulp,266.51
PROD-0352,Camera Model 752,Camera,2479.75,1,40x26x4,Composite,48.92,1,197.43,19.74,1.68,46.39,70.33,Bio-Polymer,169.01
PROD-0353,Laptop Model 492,Laptop,2141.55,3,37x25x12,Composite,59.86,2,211.47,21.15,4.54,45.26,69.5,Bio-Polymer,183.13
PROD-0354,Laptop Model 894,Laptop,1783.5,4,17x7x14,Cardboard,28.85,3,339.63,33.96,1.85,71.45,35.76,Bio-Polymer,191.87
PROD-0355,Laptop Model 293,Laptop,2470.75,4,45x38x9,Composite,47.42,3,394.3,39.43,6.08,66.97,38.53,Molded Pulp,234.32
